pathway,padj,NES,database,analysis,genes,comparison
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE,1,0.6645772730196622,c5.go.bp,ORA,"CDKN1A,DACT1,GPER1,GPR15LG,HPGD,INHBA,LIF,MAD2L2,MAP3K20,PROX1,TRIP13",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,0.8967868736376169,1.2321483883898474,c5.go.bp,ORA,"CDKN1A,DACT1,GPR15LG,INHBA",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION,1,0.32162696902823223,c5.go.bp,ORA,CDKN1A,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,1,0.7700927427436547,c5.go.bp,ORA,"CDKN1A,DACT1,GPER1,GPR15LG,INHBA,LIF,MAD2L2,MAP3K20,PROX1,TRIP13",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,0.6437918637128179,1.286507876112929,c5.go.bp,ORA,"ABCC8,ASCL2,IL1A,IL6,INHBA,MT3,MYC,PROX1,PTN,SPP1,THY1,TNFRSF11B,WNT5A",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH,0.7286848842127682,1.2699077744856655,c5.go.bp,ORA,"CDA,CDKN1A,GREM1,INHBA,MSX1,MT3,SPP1,WNT5A,WT1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,0.8394615909862183,1.5621881352799851,c5.go.bp,ORA,"ROBO2,WNT5A",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION,1,0.6248752541119941,c5.go.bp,ORA,MYOC,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,0.818310211399311,1.1857572593089045,c5.go.bp,ORA,"GRIN2B,ITM2C,MT3,PLXNB3,SPP1,STAP1,STMN2,THY1,WNT5A",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,0.9561778917882818,1.1929436669410796,c5.go.bp,ORA,"ANGPT2,COL1A1,MYOC",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION,1,1.0414587568533233,c5.go.bp,ORA,IL6,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS,0.08806944823641627,3.4532579832504933,c5.go.bp,ORA,"ANGPT2,GREM1,MMP28,ROBO2,STAP1,WNT5A",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,0.15059214348284836,3.976478889803599,c5.go.bp,ORA,"ADAMTS12,CCN4,GREM1,SOX9",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,1,0.6979989540612699,c5.go.bp,ORA,"MAD2L2,RTEL1,TRIP13",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION,1,0.8926789344457058,c5.go.bp,ORA,"MAD2L2,TRIP13",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_COAGULATION,0.2635099684391996,2.6036468921333085,c5.go.bp,ORA,"FAP,FGB,KNG1,PLAU,SERPINF2",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,0.9901548374289101,1.0172387857637113,c5.go.bp,ORA,"ABHD6,LGR4",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,0.999523025428872,1.0935316946959897,c5.go.bp,ORA,CDKN1A,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,0.6437918637128179,1.6823564533784456,c5.go.bp,ORA,"CD44,CST1,DPEP1,FABP1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.7846224683375141,1.4911795836763495,c5.go.bp,ORA,"CD44,DPEP1,FABP1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,0.8539801459703592,1.119363152051013,c5.go.bp,ORA,"HDAC9,IL1R2,IL23A,IL6,INHBA,ITCH,,LGALS9B,LGR4,MACIR,PDCD4,PLA2G10,SLC11A1,VSIG4",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,0.17841021040013383,3.645105648986632,c5.go.bp,ORA,"IL1R2,MACIR,PDCD4,PLA2G10",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,1,0.4463394672228529,c5.go.bp,ORA,"ITCH,",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,0.9746562420558721,1.0705904703317382,c5.go.bp,ORA,"CKAP2,CRACD,GSN,MYOC,RHPN1,SPTBN2,STMN2",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,0.8187600649493151,1.1510859944168312,c5.go.bp,ORA,"DRD2,GPER1,ITCH,,MACIR,PLA2G10,REG3A,SAA1,SMPDL3B,SPINK5,TYRO3,USP18,VSIG4",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,0.9746562420558721,1.366914618369987,c5.go.bp,ORA,"ITCH,",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,0.4102986273351457,1.8445112922582956,c5.go.bp,ORA,"CDKN1A,GDF15,MIR17HG,MT3,SPP1,STC2,WNT5A",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING,0.515374512595688,2.4300704326577547,c5.go.bp,ORA,"CPNE1,MAD2L2,MDFI",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,0.6625756747717508,1.3776777256012467,c5.go.bp,ORA,"ADORA3,FOXA2,ITCH,,MAD2L2,MDFI,PLA2G10,PROX1,SFRP4",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,0.9243219607703547,1.366914618369987,c5.go.bp,ORA,"CDKN1A,DACH1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.5625500299028746,2.916084519189306,c5.go.bp,ORA,"CD44,SNAI1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,1,0.8610485785007792,c5.go.bp,ORA,"AUNIP,CDKN1A,DACH1,MAD2L2,RTEL1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION,1,0.972028173063102,c5.go.bp,ORA,"MAD2L2,RTEL1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR,0.9824172342376005,1.066860189947307,c5.go.bp,ORA,"AUNIP,MAD2L2",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,1,0.9508971258225997,c5.go.bp,ORA,NELFCD,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,1,0.8411782266892228,c5.go.bp,ORA,MAD2L2,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS,0.9824172342376005,1.0414587568533233,c5.go.bp,ORA,"CNN2,PACSIN3,PCSK9",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.6437918637128179,2.3021719888336625,c5.go.bp,ORA,"GRINA,PDX1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS,0.8586035814984555,1.5083195788910202,c5.go.bp,ORA,"FGB,IL11",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,0.9746562420558721,1.1821964266983673,c5.go.bp,ORA,"SPARC,SULF1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS,0.932252982153101,1.2379604090897995,c5.go.bp,ORA,"FGB,IL11,PDX1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION,0.2802188414397083,2.543096964409278,c5.go.bp,ORA,"IL1A,MSX1,MSX2,REG3A,SOX9",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,0.9796345189779531,1.0756049456026127,c5.go.bp,ORA,"ANGPT2,MACIR,PATZ1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,0.7744075429511621,1.265243283119327,c5.go.bp,ORA,"AQP11,DRD2,PDX1,SOX9,SPARC,SULF1,WNT5A",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.618592968128048,1.9882394449017995,c5.go.bp,ORA,"FOXA2,IL17RD,MAD2L2",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,0.9746562420558721,1.0935316946959897,c5.go.bp,ORA,"DUSP4,GPER1,LIF",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,0.8818035544250246,1.1821964266983673,c5.go.bp,ORA,"ABCC8,CD36,DRD2,KLF7,RSAD2,VSNL1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.9901548374289101,0.9829498379289794,c5.go.bp,ORA,"FAIM2,FGB,HMOX1,IL1A",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,0.515374512595688,2.4300704326577547,c5.go.bp,ORA,"FAIM2,FGB,HMOX1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS,0.9746562420558721,1.458042259594653,c5.go.bp,ORA,TRIB3,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,0.5625500299028746,2.26247936833653,c5.go.bp,ORA,"FMO4,SOX9,TRIB3",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,0.0718423964502645,3.2573284522859263,c5.go.bp,ORA,"CCN4,GPER1,IL6,MMP11,MSX2,TRIB3,WNT5A",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.09578126626485117,4.860140865315509,c5.go.bp,ORA,"APLN,SHISA2,SULF1,WNT5A",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION,0.9402878540009822,1.3254929632678663,c5.go.bp,ORA,"DACH1,MYC",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,1,0.7489943114356094,c5.go.bp,ORA,"CDKN2B-AS1,HDAC9,L3MBTL1,MYC,WT1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_VIA_CHROMOSOMAL_CPG_ISLAND_METHYLATION,0.5625500299028746,2.916084519189306,c5.go.bp,ORA,"MYC,WT1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION,0.5838173295634973,2.733829236739974,c5.go.bp,ORA,"ABCC8,ASCL2",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_GLIOGENESIS,0.9402878540009822,1.3254929632678663,c5.go.bp,ORA,"ABCC8,ASCL2",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_GROWTH,0.04559431804804804,2.0571388316063173,c5.go.bp,ORA,"CDA,CDKN1A,GDF15,GREM1,INHBA,MIR17HG,MSX1,MT1E,MT1F,MT1G,MT1H,MT1M,MT1X,MT2A,MT3,SPP1,STC2,WNT5A,WT1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY,0.9824172342376005,1.2150352163288773,c5.go.bp,ORA,PLXNB3,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.6437918637128179,1.6823564533784456,c5.go.bp,ORA,"APLN,CXCL8,DRD2,PDE3A",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS,1,0.9018818100585482,c5.go.bp,ORA,"ASCL2,INHBA,MYC,TNFRSF11B",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_HIPPO_SIGNALING,1,0.9941197224508997,c5.go.bp,ORA,AJUBA,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_HORMONE_SECRETION,0.13359210230582066,2.733829236739974,c5.go.bp,ORA,"ABCC8,DRD2,IL11,INHBA,KLF7,LIF,VSNL1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,0.5838173295634973,2.733829236739974,c5.go.bp,ORA,"SPINK5,VSIG4",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY,0.5625500299028746,1.4678277781154223,c5.go.bp,ORA,"CD44,CST1,DPEP1,FABP1,KNG1,PLXNB3,SERPINA4,SERPINF2,SPINK2,SPINK5",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,1,0.6019440521262329,c5.go.bp,ORA,"ASCL2,SPINK5,VSIG4",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,1,0.7413774201328743,c5.go.bp,ORA,"ASCL2,DRD2,SPINK5,TYRO3,USP18,VSIG4",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,0.6328909048552095,1.1990479108508658,c5.go.bp,ORA,"ASCL2,CNN2,DRD2,GCSAM,GDF15,GPER1,GREM1,HMOX1,INHBA,ITCH,,LGALS9B,LGR4,MMP28,MYC,PKN1,PLCB1,SMPDL3B,SOX9,SPINK5,STAP1,THY1,TNFRSF11B,TYRO3,USP18,VSIG4",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,0.956909351865899,1.0857761507619756,c5.go.bp,ORA,"GPER1,MACIR,PLA2G10,REG3A,SAA1,SMPDL3B,TYRO3",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE,0.9773526880312015,1.0540064527190263,c5.go.bp,ORA,"DRD2,TYRO3,USP18,VSIG4",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION,0.9815773732350944,1.286507876112929,c5.go.bp,ORA,IL23A,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,1,0.7290211297973265,c5.go.bp,ORA,IL1R2,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION,1,0.7810940676399926,c5.go.bp,ORA,VSIG4,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,1,0.7055043191587029,c5.go.bp,ORA,CD36,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,1,0.972028173063102,c5.go.bp,ORA,"CD36,PCSK9",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.766166913988635,1.3122380336351875,c5.go.bp,ORA,"BDKRB2,CD44,ELL3,GRINA,PDX1,SNAI1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.38244647473795207,2.982359167352699,c5.go.bp,ORA,"BDKRB2,CD44,ELL3",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,0.5757727041878119,2.1870633893919793,c5.go.bp,ORA,"CD44,ELL3,SNAI1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.15854735135142614,2.852691377467799,c5.go.bp,ORA,"DRD2,GRP,HECW2,NEDD4L,PCSK9,SRI",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_JNK_CASCADE,0.618592968128048,1.9882394449017995,c5.go.bp,ORA,"DACT1,ITCH,,PDCD4",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY,0.9901548374289101,0.9751238041875067,c5.go.bp,ORA,"AGT,CDKN1A,FOXA2,PDCD4,SRCIN1,THY1,TRIB3",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,1,0.8748253557567918,c5.go.bp,ORA,"MIR17HG,SLC39A10",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,1,0.6943058379022156,c5.go.bp,ORA,"ASCL2,ITCH,,LGALS9B,VSIG4",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,0.2802188414397083,3.645105648986632,c5.go.bp,ORA,"GREM1,MMP28,STAP1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,0.029293873655649744,3.722661088326773,c5.go.bp,ORA,"CNN2,GCSAM,GDF15,GREM1,HMOX1,MMP28,PLCB1,STAP1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,0.8586035814984555,1.2286872974112244,c5.go.bp,ORA,"GREM1,ITCH,,LGALS9B,PKN1,VSIG4",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,0.36867094536348727,2.2316973361142645,c5.go.bp,ORA,"GPER1,PROX1,SLC27A1,SNAI1,TRIB3",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS,1,1.0414587568533233,c5.go.bp,ORA,CIDEC,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION,0.6901615623868632,1.7266289916252466,c5.go.bp,ORA,"IL6,PCSK9,PLA2G10",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,0.2586241926081847,2.0584126017806863,c5.go.bp,ORA,"CIDEC,FMO4,GPER1,PROX1,SLC27A1,SNAI1,SOX9,TRIB3",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_LIPID_STORAGE,0.9901548374289101,1.1510859944168312,c5.go.bp,ORA,IL6,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT,0.7286848842127682,1.9017942516451993,c5.go.bp,ORA,"PCSK9,PLA2G10",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION,0.02614874291932082,1.947385209732584,c5.go.bp,ORA,"ABCC8,ABHD6,ADORA3,ANGPT2,CDH11,CNN2,DACH1,DPEP1,DRD2,GCSAM,GDF15,GREM1,HMOX1,IL24,MACIR,MAPK15,MMP28,PATZ1,PLCB1,PLXNB3,PTPRU,ROBO2,STAP1,SULF1,THY1,WNT5A",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,0.9746562420558721,1.055823705223714,c5.go.bp,ORA,"ASCL2,INHBA,ITCH,,LGALS9B,PKN1,TYRO3,VSIG4",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,0.9402878540009822,1.3254929632678663,c5.go.bp,ORA,"MIR17HG,SLC39A10",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,1,0.9306652720816933,c5.go.bp,ORA,"ASCL2,INHBA",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,0.9715198758278477,1.2497505082239881,c5.go.bp,ORA,"HMOX1,MTM1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE,0.7922085667279344,1.223531966093415,c5.go.bp,ORA,"AGT,DACT1,DUSP4,GPER1,ITCH,,LIF,MYC,PDCD4",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY,0.9815773732350944,1.1215709689189637,c5.go.bp,ORA,"AGT,PDCD4",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE,0.5625500299028746,2.916084519189306,c5.go.bp,ORA,"LIF,TRIP13",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,0.9746562420558721,1.2150352163288773,c5.go.bp,ORA,"CKAP2,STMN2",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS,1,0.7810940676399926,c5.go.bp,ORA,SOX9,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,1,0.5910982133491837,c5.go.bp,ORA,"CDKN1A,DACT1,INHBA,MAD2L2,MAP3K20,TRIP13",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,1,0.6284664912045917,c5.go.bp,ORA,"CDKN1A,DACT1,INHBA,MAD2L2,TRIP13",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,0.49950737764579,1.7975863474454623,c5.go.bp,ORA,"DRD2,GRP,HECW2,NEDD4L,PCSK9,SRI",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,0.37043718583478474,1.822552824493316,c5.go.bp,ORA,"DRD2,GRP,HECW2,NEDD4L,PACSIN3,PCSK9,PRKG2,SRI",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,0.035862162036663606,4.52495873667306,c5.go.bp,ORA,"CNN2,GCSAM,GREM1,MMP28,PLCB1,STAP1",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,0.9824172342376005,1.0055463859273468,c5.go.bp,ORA,"AXIN2,PKP1,SLC11A1,TRAF5",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS,1,0.5467658473479948,c5.go.bp,ORA,SLC7A5,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,0.9746562420558721,1.1120661301993116,c5.go.bp,ORA,"MSX1,PDCD4,TRIM72",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION,0.999523025428872,1.0935316946959897,c5.go.bp,ORA,SRI,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,0.9746562420558721,1.366914618369987,c5.go.bp,ORA,CLEC5A,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,0.7552712337896679,1.366914618369987,c5.go.bp,ORA,"HOXA9,HOXB8,INHBA,MYC,TNFRSF11B",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,0.8014571690695149,1.458042259594653,c5.go.bp,ORA,"INHBA,MYC,TNFRSF11B",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION,0.35504477203065754,3.1243762705599702,c5.go.bp,ORA,"SOSTDC1,SOX4,SOX9",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION,0.9746562420558721,1.458042259594653,c5.go.bp,ORA,TRIM72,sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,0.25824939423168153,1.8853994736137754,c5.go.bp,ORA,"ABCC8,ASCL2,IL6,MT3,PROX1,PTN,ROBO2,SPP1,THY1,WNT5A",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION,0.38244647473795207,2.982359167352699,c5.go.bp,ORA,"PROX1,PTN,WNT5A",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,0.6219995562346775,1.4059693217519866,c5.go.bp,ORA,"FAIM2,FOXQ1,MT3,NES,PRKCG,RETREG1,SLC25A27,STXBP1,TYRO3",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION,1,0.7952957779607197,c5.go.bp,ORA,"NOTCH3,SOX9",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,0.9631035464899537,1.0935316946959897,c5.go.bp,ORA,"ITM2C,MT3,SPP1,STMN2,THY1,WNT5A",sample_type_normal_vs_tumor
GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION,0.5625500299028746,2.916084519189306,c5.go.bp,ORA,"SPP1,THY1",sample_type_normal_vs_tumor
