gene,I24C,I24N,I27C,I27N,I29C,I29N
ENSG00000279273,0,0,0,0,0,0
ENSG00000279274,0,0,0,0,0,0
ENSG00000279275,0,0,0,0,0,0
ENSG00000279276,0,0,0,0,0,0
ENSG00000279277,4,4,5,1,5,0
ENSG00000279278,1,1,1,1,1,1
ENSG00000279281,1,0,0,0,1,0
ENSG00000279283,1,0,1,0,4,0
ENSG00000279284,0,0,0,0,0,0
ENSG00000279285,0,1,0,0,0,1
ENSG00000279286,0,3,0,0,22,1
ENSG00000279288,0,1,0,0,1,0
ENSG00000279289,1,0,0,0,1,0
ENSG00000279294,0,0,0,0,0,0
ENSG00000279295,0,0,0,0,0,0
ENSG00000279296,0,2,2,0,0,0
ENSG00000279297,0,0,0,0,0,0
ENSG00000279298,0,0,0,0,0,0
ENSG00000279299,0,0,0,0,0,0
ENSG00000279300,0,0,0,0,0,0
ENSG00000279301,0,0,0,0,0,0
ENSG00000279302,0,1,0,0,2,0
ENSG00000279303,0,4,0,4,0,2
ENSG00000279304,0,0,0,0,0,0
ENSG00000279305,0,0,0,0,0,0
ENSG00000279306,0,0,0,0,1,0
ENSG00000279307,41,11,28,13,6,23
ENSG00000279310,0,0,0,0,0,0
ENSG00000279311,0,0,0,1,1,0
ENSG00000279312,7,5,5,6,13,4
ENSG00000279313,0,0,0,2,0,0
ENSG00000279314,0,0,0,0,0,0
ENSG00000279315,0,1,0,0,0,0
ENSG00000279317,0,1,0,0,5,1
ENSG00000279319,0,1,2,0,3,0
ENSG00000279320,12,40,13,15,17,5
ENSG00000279321,0,0,0,0,0,0
ENSG00000279322,0,0,0,0,0,0
ENSG00000279324,0,0,0,0,0,0
ENSG00000279325,0,0,0,0,0,0
ENSG00000279326,0,0,0,0,0,0
ENSG00000279328,2,0,0,0,6,0
ENSG00000279329,36,21,21,30,59,22
ENSG00000279330,3,5,1,2,7,1
ENSG00000279331,0,0,0,0,0,0
ENSG00000279332,0,0,0,0,0,0
ENSG00000279333,1,0,3,0,2,0
ENSG00000279334,0,0,0,0,0,0
ENSG00000279336,0,0,0,0,0,0
ENSG00000279337,0,0,0,0,0,0
ENSG00000279339,0,0,0,0,0,0
ENSG00000279340,0,0,0,0,0,0
ENSG00000279341,0,0,0,0,0,0
ENSG00000279342,45,29,26,16,53,13
ENSG00000279343,0,0,0,0,0,0
ENSG00000279344,1,1,0,1,1,0
ENSG00000279345,0,0,0,0,0,0
ENSG00000279347,10,4,1,0,4,0
ENSG00000279348,65,44,38,13,19,10
ENSG00000279349,1,0,1,0,1,0
ENSG00000279352,0,0,1,0,1,0
ENSG00000279353,0,0,0,0,2,0
ENSG00000279354,0,0,0,0,0,0
ENSG00000279355,0,10,1,7,6,0
ENSG00000279356,2,2,0,0,6,0
ENSG00000279357,1,1,1,1,1,0
ENSG00000279358,0,0,0,0,0,0
ENSG00000279359,0,0,0,0,1,0
ENSG00000279360,0,1,2,0,0,0
ENSG00000279361,0,0,0,0,0,0
ENSG00000279364,0,0,0,0,0,0
ENSG00000279365,3,0,0,0,1,0
ENSG00000279366,0,0,0,0,0,0
ENSG00000279367,0,0,0,0,0,0
ENSG00000279368,0,0,0,0,0,0
ENSG00000279369,22,18,13,10,30,4
ENSG00000279370,0,0,0,0,1,0
ENSG00000279372,1,2,0,1,0,1
ENSG00000279373,1,1,1,0,1,0
ENSG00000279375,0,0,0,0,0,0
ENSG00000279376,0,0,0,0,1,0
ENSG00000279377,16,7,12,7,12,1
ENSG00000279378,0,0,0,0,1,1
ENSG00000279379,0,0,0,0,0,0
ENSG00000279381,0,0,0,0,0,0
ENSG00000279382,0,0,0,0,0,0
ENSG00000279384,4,2,1,0,5,0
ENSG00000279386,0,0,0,0,0,0
ENSG00000279387,0,0,0,0,0,0
ENSG00000279388,0,0,0,0,0,0
ENSG00000279390,0,0,0,0,0,0
ENSG00000279391,0,0,0,0,0,0
ENSG00000279392,37,32,22,4,24,57
ENSG00000279393,9,2,0,1,1,1
ENSG00000279394,0,0,0,0,0,0
ENSG00000279395,0,0,0,0,0,0
ENSG00000279397,0,0,0,0,0,0
ENSG00000279398,0,0,0,0,0,0
ENSG00000279399,0,0,0,0,0,0
ENSG00000279400,6,0,0,0,0,0
ENSG00000279401,0,2,0,0,4,2
ENSG00000279403,0,0,0,0,0,0
ENSG00000279404,0,0,0,0,0,0
ENSG00000279405,0,0,0,0,0,0
ENSG00000279406,21,8,12,8,16,4
ENSG00000279407,55,21,12,14,66,1
ENSG00000279408,0,0,0,0,0,0
ENSG00000279409,0,0,1,0,1,0
ENSG00000279410,0,0,0,0,0,0
ENSG00000279411,0,0,0,0,1,0
ENSG00000279412,1,0,0,0,0,0
ENSG00000279413,0,0,0,0,0,0
ENSG00000279414,0,0,0,0,0,1
ENSG00000279415,1,11,4,5,6,5
ENSG00000279416,1,0,0,0,0,0
ENSG00000279417,0,0,0,0,0,0
ENSG00000279418,0,0,0,0,0,0
ENSG00000279419,2,0,2,0,2,1
ENSG00000279420,0,0,0,0,0,0
ENSG00000279421,0,0,0,0,0,0
ENSG00000279422,0,0,0,0,0,0
ENSG00000279423,114,203,103,97,89,210
ENSG00000279425,8,17,4,7,23,1
ENSG00000279426,0,0,0,0,0,0
ENSG00000279427,30,20,38,12,31,14
ENSG00000279428,0,0,0,0,1,0
ENSG00000279429,0,0,1,0,1,0
ENSG00000279430,0,0,0,0,0,0
ENSG00000279431,1,0,0,0,0,0
ENSG00000279432,6,5,0,0,9,2
ENSG00000279433,2,2,0,1,1,1
ENSG00000279434,1,2,1,5,7,0
ENSG00000279437,0,0,0,0,0,0
ENSG00000279438,0,0,0,0,0,0
ENSG00000279439,0,0,0,0,0,0
ENSG00000279440,0,0,0,0,0,0
ENSG00000279441,0,0,0,0,0,0
ENSG00000279442,0,0,0,0,0,0
ENSG00000279443,0,3,0,1,13,2
ENSG00000279444,0,0,0,0,0,0
ENSG00000279445,0,0,0,0,0,0
ENSG00000279446,0,0,0,0,0,0
ENSG00000279447,0,0,4,0,1,0
ENSG00000279450,0,0,0,0,0,0
ENSG00000279452,0,0,0,0,0,0
ENSG00000279453,105,63,79,39,45,33
ENSG00000279454,0,0,0,0,0,0
ENSG00000279455,0,0,0,0,0,0
ENSG00000279456,15,13,11,5,14,3
ENSG00000279457,356,279,168,178,350,86
ENSG00000279458,0,0,0,1,2,0
ENSG00000279459,0,0,0,0,0,0
ENSG00000279460,0,0,0,0,0,0
ENSG00000279461,0,0,0,0,0,0
ENSG00000279462,0,0,0,0,0,0
ENSG00000279463,2,0,1,0,0,0
ENSG00000279464,5,7,11,4,6,2
ENSG00000279465,0,0,0,0,0,0
ENSG00000279466,0,0,0,0,0,0
ENSG00000279467,0,0,0,0,0,0
ENSG00000279469,0,0,0,0,0,0
ENSG00000279470,0,0,0,0,0,0
ENSG00000279472,0,0,0,0,0,0
ENSG00000279474,1,0,0,1,0,0
ENSG00000279475,0,0,0,0,0,0
ENSG00000279476,0,1,1,0,0,0
ENSG00000279477,0,0,0,0,0,0
ENSG00000279478,0,0,0,0,1,0
ENSG00000279479,0,0,0,0,0,0
ENSG00000279480,0,0,0,0,0,0
ENSG00000279481,0,0,0,2,6,0
ENSG00000279482,0,0,0,0,0,0
ENSG00000279483,0,0,0,0,0,0
ENSG00000279484,0,0,0,0,0,0
ENSG00000279485,0,0,0,0,0,0
ENSG00000279486,0,0,0,0,0,0
ENSG00000279488,0,0,0,0,0,0
ENSG00000279489,0,0,0,0,0,0
ENSG00000279490,0,0,0,0,0,0
ENSG00000279491,15,2,7,1,7,1
ENSG00000279493,0,0,0,0,0,0
ENSG00000279494,0,0,0,0,0,0
ENSG00000279495,17,16,18,16,44,6
ENSG00000279497,0,0,0,0,0,0
ENSG00000279498,0,0,0,0,0,0
ENSG00000279499,0,0,0,0,0,0
ENSG00000279500,5,4,4,1,22,1
ENSG00000279501,0,0,0,0,0,0
ENSG00000279502,0,0,0,0,0,0
ENSG00000279503,0,0,0,0,0,0
ENSG00000279504,5,0,2,1,0,0
ENSG00000279505,0,0,0,0,0,0
ENSG00000279507,1,0,1,0,0,0
ENSG00000279509,0,0,0,0,0,0
ENSG00000279511,0,0,0,0,0,0
ENSG00000279512,0,0,0,0,0,0
ENSG00000279513,0,1,0,0,1,0
ENSG00000279514,0,0,0,0,0,0
ENSG00000279516,0,0,0,0,0,0
ENSG00000279518,7,51,8,21,38,2
ENSG00000279519,109,95,43,26,92,18
ENSG00000279520,4,18,0,1,24,0
ENSG00000279521,0,0,0,0,0,0
ENSG00000279523,0,0,0,0,0,0
ENSG00000279525,0,0,0,0,1,0
ENSG00000279526,1,2,1,0,1,0
ENSG00000279527,1,0,0,0,0,0
ENSG00000279528,53,33,68,14,45,23
ENSG00000279529,32,28,18,10,42,4
ENSG00000279530,0,0,0,0,0,0
ENSG00000279531,0,0,0,0,0,0
ENSG00000279532,0,0,0,0,0,0
ENSG00000279534,0,0,0,0,0,0
ENSG00000279536,0,0,0,0,0,0
ENSG00000279537,0,0,0,0,0,0
ENSG00000279539,5,7,3,1,5,8
ENSG00000279541,0,0,0,0,0,0
ENSG00000279542,0,0,1,0,0,0
ENSG00000279543,0,0,0,0,0,0
ENSG00000279544,0,0,0,0,1,0
ENSG00000279548,0,0,0,0,0,0
ENSG00000279549,0,1,0,0,2,0
ENSG00000279550,0,0,0,0,0,0
ENSG00000279551,0,0,0,0,0,0
ENSG00000279554,0,0,0,0,0,0
ENSG00000279555,0,0,0,0,1,0
ENSG00000279557,0,1,0,1,3,0
ENSG00000279558,0,0,0,0,0,0
ENSG00000279559,0,0,0,0,0,0
ENSG00000279561,73,24,2,10,12,4
ENSG00000279562,0,0,0,0,0,0
ENSG00000279565,0,0,0,0,0,0
ENSG00000279567,0,0,0,0,0,0
ENSG00000279568,3,0,0,1,3,0
ENSG00000279569,6,2,3,0,3,0
ENSG00000279570,0,0,1,0,0,0
ENSG00000279571,0,0,8,0,0,0
ENSG00000279572,0,2,0,0,0,0
ENSG00000279573,0,0,0,0,2,0
ENSG00000279575,0,0,0,0,0,0
ENSG00000279578,0,0,0,0,0,0
ENSG00000279579,0,0,0,0,1,0
ENSG00000279581,0,0,0,0,0,0
ENSG00000279583,3,6,1,0,2,0
ENSG00000279584,0,0,0,0,3,0
ENSG00000279585,0,0,0,0,0,0
ENSG00000279586,0,0,0,0,0,0
ENSG00000279587,0,0,1,0,0,0
ENSG00000279588,0,0,0,0,0,0
ENSG00000279589,1,1,0,2,1,0
ENSG00000279590,0,0,0,0,0,0
ENSG00000279591,1,0,0,0,2,0
ENSG00000279592,0,2,0,0,0,1
ENSG00000279593,0,0,0,0,0,0
ENSG00000279594,3,6,0,0,8,2
ENSG00000279595,0,0,0,0,0,0
ENSG00000279597,0,0,0,0,0,0
ENSG00000279598,2,2,0,1,0,0
ENSG00000279599,0,0,0,0,0,0
ENSG00000279600,0,0,0,0,0,0
ENSG00000279601,0,0,0,0,0,0
ENSG00000279602,9,3,2,2,7,11
ENSG00000279603,0,0,0,0,0,0
ENSG00000279604,0,0,0,0,0,0
ENSG00000279605,15,7,15,11,6,10
ENSG00000279606,0,0,0,0,0,0
ENSG00000279607,0,0,0,0,0,0
ENSG00000279608,1,3,0,3,5,1
ENSG00000279609,0,0,0,0,2,0
ENSG00000279610,0,0,0,0,0,0
ENSG00000279611,1,4,0,1,6,0
ENSG00000279613,1,5,0,0,7,0
ENSG00000279615,0,0,0,0,0,0
ENSG00000279616,0,1,0,0,0,0
ENSG00000279617,0,0,0,0,0,0
ENSG00000279619,0,1,0,0,1,0
ENSG00000279620,0,0,0,0,0,0
ENSG00000279621,0,0,0,0,0,0
ENSG00000279622,0,2,0,3,2,0
ENSG00000279623,3,0,0,0,0,1
ENSG00000279625,0,0,0,0,0,0
ENSG00000279626,0,0,0,0,0,0
ENSG00000279628,0,0,0,0,0,0
ENSG00000279629,0,0,0,0,0,0
ENSG00000279630,0,0,0,0,0,0
ENSG00000279631,3,6,0,1,4,1
ENSG00000279632,0,0,0,1,0,0
ENSG00000279633,1,0,2,0,0,0
ENSG00000279635,0,0,0,0,0,0
ENSG00000279636,0,0,0,0,0,0
ENSG00000279637,0,0,0,0,0,0
ENSG00000279638,0,0,0,0,0,0
ENSG00000279639,0,0,0,0,0,0
ENSG00000279640,0,0,0,0,0,0
ENSG00000279641,3,2,2,1,3,2
ENSG00000279642,0,0,0,1,0,0
ENSG00000279645,1,0,0,0,0,0
ENSG00000279647,0,0,0,0,0,0
ENSG00000279648,0,0,0,0,0,0
ENSG00000279649,4,3,0,2,9,0
ENSG00000279650,0,0,0,0,1,0
ENSG00000279652,0,0,0,0,0,0
ENSG00000279653,1,0,0,0,3,0
ENSG00000279655,0,0,0,0,1,0
ENSG00000279656,5,2,6,5,4,1
ENSG00000279657,0,0,0,0,0,0
ENSG00000279658,0,0,0,0,0,0
ENSG00000279659,4,0,0,1,2,3
ENSG00000279660,1,6,1,1,0,0
ENSG00000279662,6,28,0,7,84,4
ENSG00000279663,0,0,0,0,0,0
ENSG00000279665,0,1,0,0,0,0
ENSG00000279666,0,0,0,0,0,0
ENSG00000279667,1,1,0,2,2,0
ENSG00000279668,0,5,1,3,1,19
ENSG00000279669,0,0,0,0,0,0
ENSG00000279670,1,2,0,0,3,0
ENSG00000279671,0,0,0,0,0,0
ENSG00000279672,19,16,6,8,39,5
ENSG00000279673,6,22,21,12,13,23
ENSG00000279674,0,0,0,0,0,0
ENSG00000279675,1,0,0,0,0,0
ENSG00000279676,0,0,0,0,0,0
ENSG00000279677,0,0,0,0,0,0
ENSG00000279678,0,0,0,0,0,0
ENSG00000279679,0,0,0,0,0,0
ENSG00000279681,0,0,0,0,0,0
ENSG00000279682,0,0,0,0,1,0
ENSG00000279683,0,0,0,0,0,0
ENSG00000279684,0,0,0,0,0,0
ENSG00000279685,0,0,0,0,0,0
ENSG00000279686,0,0,0,0,0,0
ENSG00000279687,0,0,0,0,0,0
ENSG00000279688,0,0,0,0,0,0
ENSG00000279689,12,12,3,6,14,19
ENSG00000279690,0,4,1,0,0,0
ENSG00000279691,0,0,0,0,0,0
ENSG00000279692,19,2,15,5,22,5
ENSG00000279693,13,98,11,34,79,5
ENSG00000279694,0,0,0,0,0,0
ENSG00000279695,0,0,0,0,0,0
ENSG00000279696,31,33,53,10,62,12
ENSG00000279697,0,0,0,0,0,0
ENSG00000279698,0,0,0,0,1,0
ENSG00000279699,0,1,0,1,0,0
ENSG00000279700,2,3,0,1,11,0
ENSG00000279701,0,0,0,0,0,0
ENSG00000279702,0,0,0,0,0,0
ENSG00000279703,0,0,0,0,0,0
ENSG00000279704,0,0,0,0,0,0
ENSG00000279705,0,0,0,0,0,0
ENSG00000279706,0,0,0,0,0,0
ENSG00000279707,0,0,0,0,0,0
ENSG00000279708,0,0,0,0,0,0
ENSG00000279709,0,0,0,0,0,0
ENSG00000279711,1,1,0,0,0,0
ENSG00000279712,0,0,0,0,0,0
ENSG00000279713,0,0,8,0,1,0
ENSG00000279714,0,0,0,0,0,0
ENSG00000279715,0,0,0,0,0,0
ENSG00000279716,0,0,0,0,1,0
ENSG00000279717,1,0,0,0,1,0
ENSG00000279718,1,1,1,0,0,0
ENSG00000279719,3,0,0,0,0,0
ENSG00000279720,0,1,0,1,6,1
ENSG00000279721,0,0,0,0,1,0
ENSG00000279722,29,38,14,11,19,11
ENSG00000279724,0,0,0,0,0,0
ENSG00000279725,1,0,0,0,1,0
ENSG00000279726,3,0,0,0,0,0
ENSG00000279727,2,13,0,5,3,2
ENSG00000279728,0,0,0,0,0,0
ENSG00000279729,0,0,0,0,0,0
ENSG00000279730,8,11,11,8,15,1
ENSG00000279732,0,0,0,0,0,0
ENSG00000279733,0,0,0,0,0,0
ENSG00000279734,0,0,0,0,0,0
ENSG00000279735,0,0,0,0,0,0
ENSG00000279737,0,0,0,0,0,0
ENSG00000279738,133,155,142,97,160,304
ENSG00000279739,0,0,0,0,0,0
ENSG00000279741,11,0,1,2,26,2
ENSG00000279742,4,3,0,0,20,0
ENSG00000279743,0,0,0,0,0,0
ENSG00000279744,2,6,0,0,12,0
ENSG00000279746,0,0,0,0,0,0
ENSG00000279747,7,11,12,3,33,10
ENSG00000279748,4,3,0,2,7,1
ENSG00000279749,0,0,0,0,0,0
ENSG00000279750,0,0,0,0,0,0
ENSG00000279751,0,0,0,0,0,0
ENSG00000279752,0,0,0,0,0,0
ENSG00000279753,1,0,1,0,0,0
ENSG00000279754,0,0,0,0,0,2
ENSG00000279755,0,0,0,0,0,0
ENSG00000279756,0,9,0,4,1,8
ENSG00000279757,0,0,0,0,0,0
ENSG00000279758,0,0,0,0,0,0
ENSG00000279759,9,9,2,9,48,0
ENSG00000279761,0,0,0,0,0,0
ENSG00000279762,0,0,0,0,0,0
ENSG00000279764,0,0,0,0,0,0
ENSG00000279765,15,64,25,26,12,76
ENSG00000279766,8,1,3,0,2,3
ENSG00000279769,0,1,0,0,0,0
ENSG00000279770,5,0,2,0,0,0
ENSG00000279771,0,0,0,0,0,0
ENSG00000279772,0,0,0,0,0,0
ENSG00000279773,0,0,0,0,1,0
ENSG00000279774,0,0,0,0,0,0
ENSG00000279775,0,0,0,0,0,0
ENSG00000279778,0,4,4,1,6,0
ENSG00000279779,0,0,0,0,0,0
ENSG00000279780,2,0,0,1,0,0
ENSG00000279781,2,1,0,1,3,1
ENSG00000279782,0,0,0,0,0,0
ENSG00000279783,0,0,0,0,0,0
ENSG00000279784,0,0,0,0,0,0
ENSG00000279785,0,0,0,0,0,0
ENSG00000279786,1,0,0,0,1,0
ENSG00000279788,0,0,0,0,0,0
ENSG00000279789,28,33,2,14,73,1
ENSG00000279790,0,0,0,0,0,0
ENSG00000279791,1,0,0,0,3,0
ENSG00000279792,1,1,2,2,1,1
ENSG00000279793,0,0,1,0,0,0
ENSG00000279794,8,5,1,1,5,2
ENSG00000279795,4,0,0,3,1,0
ENSG00000279796,0,0,0,0,0,0
ENSG00000279797,0,0,0,0,0,0
ENSG00000279798,0,0,0,0,0,0
ENSG00000279799,3,13,20,4,6,12
ENSG00000279800,75,56,33,49,50,19
ENSG00000279801,2,0,0,0,1,0
ENSG00000279803,8,11,0,4,17,3
ENSG00000279804,0,0,0,0,0,0
ENSG00000279805,5,1,17,0,9,0
ENSG00000279806,29,5,6,4,15,2
ENSG00000279807,0,0,0,0,0,0
ENSG00000279809,0,0,93,0,0,0
ENSG00000279810,0,0,0,0,0,0
ENSG00000279811,2,4,2,1,2,0
ENSG00000279812,0,0,0,0,0,0
ENSG00000279813,0,0,0,0,0,0
ENSG00000279814,0,0,0,0,0,0
ENSG00000279815,0,0,0,0,0,0
ENSG00000279817,0,0,0,0,0,0
ENSG00000279818,0,0,0,0,0,0
ENSG00000279819,0,0,0,0,0,0
ENSG00000279821,10,0,3,0,7,0
ENSG00000279822,1,0,0,0,0,0
ENSG00000279825,0,1,0,0,0,0
ENSG00000279827,6,3,3,5,10,1
ENSG00000279829,0,0,0,0,0,0
ENSG00000279833,0,0,0,0,0,0
ENSG00000279834,0,0,0,0,2,0
ENSG00000279835,0,9,2,8,1,26
ENSG00000279836,0,0,0,0,0,0
ENSG00000279837,7,4,0,1,7,1
ENSG00000279838,7,53,10,26,30,14
ENSG00000279839,0,0,0,0,0,0
ENSG00000279840,0,0,0,0,0,0
ENSG00000279841,0,0,0,0,3,0
ENSG00000279842,0,0,0,0,0,0
ENSG00000279844,3,0,0,0,0,0
ENSG00000279845,2,1,1,0,5,1
ENSG00000279846,0,1,0,0,0,0
ENSG00000279847,1,0,0,0,0,0
ENSG00000279848,0,0,0,0,0,0
ENSG00000279851,0,0,0,0,2,0
ENSG00000279852,1,0,0,0,0,1
ENSG00000279853,1,1,0,0,1,0
ENSG00000279855,0,0,0,0,0,0
ENSG00000279856,0,0,0,0,0,0
ENSG00000279858,1,1,0,0,0,0
ENSG00000279859,2,0,0,0,5,0
ENSG00000279860,0,0,0,0,0,0
ENSG00000279861,40,55,15,28,51,8
ENSG00000279862,0,0,0,0,0,0
ENSG00000279863,0,0,0,0,0,0
ENSG00000279864,0,0,0,0,0,1
ENSG00000279865,15,15,8,4,13,22
ENSG00000279869,0,0,0,0,0,0
ENSG00000279872,0,0,0,0,0,0
ENSG00000279873,7,3,0,3,11,1
ENSG00000279874,0,0,0,0,0,0
ENSG00000279875,0,0,0,0,0,0
ENSG00000279876,0,0,0,0,0,0
ENSG00000279878,1,3,1,2,15,0
ENSG00000279879,0,1,3,1,3,0
ENSG00000279880,2,2,2,1,3,0
ENSG00000279881,1,2,2,0,0,0
ENSG00000279882,1,0,0,0,0,0
ENSG00000279883,0,0,0,0,0,0
ENSG00000279884,1,1,0,0,1,0
ENSG00000279885,0,0,0,0,0,0
ENSG00000279886,0,0,0,0,0,0
ENSG00000279887,0,0,0,0,0,0
ENSG00000279889,0,0,0,0,0,0
ENSG00000279891,0,0,0,0,1,0
ENSG00000279894,0,0,0,0,3,0
ENSG00000279895,0,0,0,0,0,0
ENSG00000279897,0,0,0,0,0,0
ENSG00000279900,4,0,0,0,2,0
ENSG00000279901,0,3,0,0,3,0
ENSG00000279903,0,0,0,0,0,0
ENSG00000279904,0,0,0,0,0,0
ENSG00000279905,0,0,0,0,0,0
ENSG00000279907,0,0,0,0,1,0
ENSG00000279908,3,3,5,5,16,1
ENSG00000279910,0,0,0,0,0,0
ENSG00000279912,1,3,0,0,2,0
ENSG00000279913,0,0,0,0,0,0
ENSG00000279914,0,0,0,0,0,0
ENSG00000279917,2,0,0,0,1,0
ENSG00000279918,0,0,0,0,0,0
ENSG00000279919,0,0,0,0,0,0
ENSG00000279920,0,0,0,0,0,0
ENSG00000279923,3,1,8,4,4,3
ENSG00000279924,0,0,0,0,0,0
ENSG00000279925,0,0,0,0,0,0
ENSG00000279926,0,0,0,0,0,0
ENSG00000279927,0,0,0,0,0,0
ENSG00000279928,1,0,0,0,0,0
ENSG00000279929,0,0,0,0,0,0
ENSG00000279930,0,1,0,0,3,2
ENSG00000279931,0,0,0,0,0,0
ENSG00000279932,0,0,0,0,0,0
ENSG00000279933,0,0,0,0,0,0
ENSG00000279935,0,0,0,0,0,0
ENSG00000279936,0,0,0,0,0,0
ENSG00000279939,0,0,0,0,0,0
ENSG00000279940,0,0,0,0,0,0
ENSG00000279942,2,0,0,0,0,0
ENSG00000279943,8,6,1,1,9,5
ENSG00000279945,0,0,0,0,0,0
ENSG00000279946,0,0,0,0,0,0
ENSG00000279948,9,8,4,8,9,1
ENSG00000279949,0,0,3,0,4,0
ENSG00000279951,1,0,2,0,0,0
ENSG00000279952,0,0,0,0,0,0
ENSG00000279953,2,2,2,2,3,1
ENSG00000279954,0,0,0,0,1,0
ENSG00000279955,0,0,0,0,1,0
ENSG00000279956,0,0,0,0,0,0
ENSG00000279957,0,0,0,0,0,0
ENSG00000279958,0,0,0,0,0,0
ENSG00000279959,0,0,0,0,0,0
ENSG00000279960,0,0,0,0,0,0
ENSG00000279961,0,0,0,0,0,0
ENSG00000279962,0,0,0,0,0,0
ENSG00000279964,0,0,0,0,0,0
ENSG00000279965,0,4,0,0,0,0
ENSG00000279966,0,0,0,0,0,0
ENSG00000279967,0,4,18,0,18,2
ENSG00000279968,18,5,3,6,13,3
ENSG00000279970,14,19,10,13,23,12
ENSG00000279971,0,0,0,0,0,0
ENSG00000279972,0,0,0,0,0,0
ENSG00000279973,0,0,0,0,0,0
ENSG00000279976,0,0,2,0,0,0
ENSG00000279977,0,1,0,0,0,0
ENSG00000279979,0,0,0,0,0,0
ENSG00000279980,0,0,0,0,3,0
ENSG00000279981,0,1,0,0,0,0
ENSG00000279982,0,2,2,1,5,2
ENSG00000279983,0,0,0,0,0,0
ENSG00000279985,0,0,0,0,0,0
ENSG00000279987,0,0,0,0,0,0
ENSG00000279989,0,1,0,0,1,0
ENSG00000279990,0,0,0,0,0,0
ENSG00000279991,0,0,0,0,0,0
ENSG00000279993,0,0,0,0,0,0
ENSG00000279994,0,0,0,0,0,0
ENSG00000279995,0,0,0,0,0,0
ENSG00000279996,1,0,0,0,0,0
ENSG00000279997,0,0,0,0,0,0
ENSG00000279998,1,1,0,0,1,0
ENSG00000280000,0,0,0,0,0,0
ENSG00000280002,1,1,1,0,10,5
ENSG00000280003,1,5,1,4,5,0
ENSG00000280004,0,0,0,0,0,0
ENSG00000280005,0,0,1,0,0,0
ENSG00000280007,1,9,3,0,3,0
ENSG00000280009,0,0,0,0,0,0
ENSG00000280010,3,8,6,0,7,6
ENSG00000280011,1,1,0,0,0,0
ENSG00000280012,0,0,1,0,0,1
ENSG00000280013,0,0,0,0,0,0
ENSG00000280014,0,0,0,0,0,0
ENSG00000280015,0,0,0,0,0,0
ENSG00000280016,0,0,0,0,0,0
ENSG00000280017,0,0,0,0,0,0
ENSG00000280018,6,8,17,0,42,2
ENSG00000280019,0,0,0,0,0,0
ENSG00000280020,0,0,0,0,0,0
ENSG00000280021,0,0,0,0,0,0
ENSG00000280022,4,2,3,3,2,0
ENSG00000280023,0,1,0,0,0,0
ENSG00000280024,0,0,0,0,0,0
ENSG00000280025,0,0,0,0,0,0
ENSG00000280026,0,0,0,0,0,0
ENSG00000280027,61,7,24,15,53,17
ENSG00000280028,0,0,0,0,0,0
ENSG00000280029,1,0,0,0,0,0
ENSG00000280032,7,122,21,31,20,54
ENSG00000280033,2,3,4,1,7,2
ENSG00000280035,1,2,0,1,6,0
ENSG00000280036,0,0,0,0,0,0
ENSG00000280037,0,2,0,0,3,0
ENSG00000280038,0,1,1,0,2,0
ENSG00000280039,0,0,0,0,0,0
ENSG00000280040,3,18,8,7,4,9
ENSG00000280042,0,0,1,0,0,0
ENSG00000280043,0,0,0,0,0,0
ENSG00000280044,0,0,0,0,0,0
ENSG00000280046,8,7,9,9,13,7
ENSG00000280047,4,7,9,4,3,2
ENSG00000280048,0,1,2,0,0,0
ENSG00000280049,0,0,0,0,0,0
ENSG00000280051,0,0,0,0,0,0
ENSG00000280053,0,0,0,0,1,0
ENSG00000280054,0,3,0,0,2,0
ENSG00000280055,0,0,0,0,0,0
ENSG00000280056,0,0,0,0,0,0
ENSG00000280057,1,8,2,1,5,0
ENSG00000280058,0,0,0,0,0,0
ENSG00000280059,0,0,0,0,0,0
ENSG00000280060,0,0,0,0,1,0
ENSG00000280061,0,2,2,1,5,0
ENSG00000280062,0,0,0,0,1,0
ENSG00000280063,11,11,4,2,65,0
ENSG00000280064,0,1,0,0,2,0
ENSG00000280067,1,3,1,0,6,0
ENSG00000280068,0,1,1,0,1,1
ENSG00000280069,3,0,0,0,10,0
ENSG00000280070,3,1,0,0,1,0
ENSG00000280071,635,1876,1411,1661,1484,2814
ENSG00000280073,0,1,0,0,0,0
ENSG00000280075,0,0,0,0,0,0
ENSG00000280076,0,0,0,0,0,0
ENSG00000280077,104,152,114,48,152,75
ENSG00000280078,0,1,2,2,0,0
ENSG00000280079,29,40,7,9,40,4
ENSG00000280080,0,0,1,0,0,0
ENSG00000280081,0,0,0,0,0,0
ENSG00000280082,0,0,0,0,0,0
ENSG00000280083,7,1,0,2,1,0
ENSG00000280085,0,0,0,0,0,0
ENSG00000280086,0,0,0,0,0,0
ENSG00000280087,2,1,1,0,3,1
ENSG00000280088,95,112,104,86,56,40
ENSG00000280089,0,0,0,0,0,0
ENSG00000280090,0,0,0,0,0,0
ENSG00000280091,0,0,0,0,0,0
ENSG00000280092,0,0,0,0,0,0
ENSG00000280093,0,0,0,0,0,0
ENSG00000280094,0,0,0,0,0,0
ENSG00000280095,1,2,1,0,1,1
ENSG00000280096,0,0,0,0,0,0
ENSG00000280097,0,0,0,0,0,0
ENSG00000280098,0,0,0,0,0,0
ENSG00000280099,27,29,70,25,54,14
ENSG00000280103,0,0,0,0,0,0
ENSG00000280104,0,0,0,0,0,0
