gene_id	gene_name	DRX399598	DRX399599	DRX399600	DRX399601	DRX399602	DRX399603
ENSMUSG00000003923	Tfam	31.099568	31.075193	28.515201	43.624988	31.735568	26.952053
ENSMUSG00000003929	Zfp81	2.164899	2.507059	1.698484	2.046382	2.326301	1.670525
ENSMUSG00000003934	Efnb3	1.039818	0.764943	0.854804	0.3592	1.343625	0.61177
ENSMUSG00000003948	Mmd	12.43024	10.550699	5.660373	13.670855	14.311434	20.098136
ENSMUSG00000003949	Hlf	0.087382	0.121411	0	0.495806	0.133526	0.3199
ENSMUSG00000003955	Fam162a	115.702495	107.778308	92.197619	195.54956	103.421264	191.610656
ENSMUSG00000003970	Rpl8	2362.705569	2736.556796	2898.24924	1766.435264	2138.431637	2120.298079
ENSMUSG00000003974	Grm3	0	0	0	0	0	0
ENSMUSG00000003992	Ssbp2	2.518635	1.770623	1.382756	3.440643	4.043223	4.191711
ENSMUSG00000004018	Fancl	5.697966	3.708301	3.638025	4.728135	6.8768	3.880531
ENSMUSG00000004031	Brinp2	0.02001	0	0	0	0	0
ENSMUSG00000004032	Gstm5	75.870667	69.156176	85.359293	63.597284	54.59283	53.779884
ENSMUSG00000004035	Gstm7	28.993846	23.50825	53.534089	18.014799	7.44431	14.919931
ENSMUSG00000004038	Gstm3	4.30616	8.24707	7.095312	3.010732	3.397992	1.731307
ENSMUSG00000004040	Stat3	101.899491	102.004978	102.737871	109.690909	104.259877	96.342037
ENSMUSG00000004043	Stat5a	9.57298	11.684195	10.276311	10.763339	9.761448	9.557807
ENSMUSG00000004044	Cavin1	72.19719	58.366298	43.095675	66.998785	75.878466	74.758987
ENSMUSG00000004054	Map3k11	23.578895	19.031719	15.659897	20.611211	19.330533	23.860393
ENSMUSG00000004056	Akt2	91.797236	104.975061	80.977168	87.503084	104.71544	84.355374
ENSMUSG00000004069	Dnaja3	35.227377	49.681668	44.548769	42.760274	32.73436	33.787779
ENSMUSG00000004070	Hmox2	48.36306	57.64144	51.409427	69.845532	55.593365	73.21592
ENSMUSG00000004071	Cdip1	15.268631	19.614407	16.46823	23.043512	13.294002	18.596462
ENSMUSG00000004085	Map3k20	13.8279	10.372714	12.26663	13.666326	11.400951	13.367344
ENSMUSG00000004096	Cwc15	134.945444	136.689042	113.47683	144.295303	137.389106	141.354348
ENSMUSG00000004098	Col5a3	29.767289	17.528425	14.374833	39.442932	28.061939	52.134497
ENSMUSG00000004099	Dnmt1	41.794659	47.1421	46.737995	47.260774	51.442149	41.72565
ENSMUSG00000004100	Ppan	69.677628	67.793916	65.48082	48.745875	61.11212	60.571712
ENSMUSG00000004105	Angptl2	40.833042	34.429604	15.460284	70.154258	62.330939	64.981734
ENSMUSG00000004110	Cacna1e	0.012654	0.019908	0.023008	0.018118	0.030783	0.037551
ENSMUSG00000004113	Cacna1b	0.092995	0.30752	0.232968	0.178767	0.114131	0.025073
ENSMUSG00000004127	Trmt10a	7.175236	6.428367	7.220003	8.007741	9.06896	6.265234
ENSMUSG00000004151	Etv1	25.564902	25.61245	31.280752	24.411357	26.665388	11.846092
ENSMUSG00000004187	Kifc2	12.872693	14.703388	18.871197	9.173604	7.729722	11.731985
ENSMUSG00000004207	Psap	708.122214	642.246891	586.699068	871.950799	762.774323	872.254462
ENSMUSG00000004221	Ikbkg	24.740917	29.201042	28.509777	38.186604	33.575625	29.705638
ENSMUSG00000004231	Pax2	1.26016	0.353467	1.038013	0.030848	0.625894	0.57019
ENSMUSG00000004233	Wars2	4.577768	4.582879	4.973642	5.384956	4.557276	5.77908
ENSMUSG00000004263	Atn1	41.245448	47.473054	38.706204	49.574276	43.989242	38.774255
ENSMUSG00000004264	Phb2	254.59281	245.589799	220.219367	238.021218	249.206223	210.640594
ENSMUSG00000004266	Ptpn6	40.975393	37.060969	32.638891	48.713716	47.083537	48.760595
ENSMUSG00000004267	Eno2	0.845537	0.683243	0.329003	2.035985	0.704168	1.734701
ENSMUSG00000004268	Emg1	133.748777	137.001448	117.90512	123.333594	120.452961	127.154674
ENSMUSG00000004270	Lpcat3	68.122429	82.113691	65.793083	83.266601	78.910152	57.36219
ENSMUSG00000004285	Atp6v1f	200.144534	191.429537	171.4063	197.461953	192.302233	180.310662
ENSMUSG00000004296	Il12b	0.337257	0.133566	0.41093	0.5939	0.496082	0.767926
ENSMUSG00000004317	Clcn5	9.927236	6.708713	8.424826	12.88174	11.088964	8.790577
ENSMUSG00000004319	Clcn3	63.056819	69.17387	61.675976	64.406299	97.376223	57.649653
ENSMUSG00000004328	Hif3a	0.293764	4.261099	1.093666	0.186637	0.588191	0.25508
ENSMUSG00000004341	Gpx6	0	0	0	0	0	0
ENSMUSG00000004344	Gpx5	0	0	0	0	0	0
ENSMUSG00000004347	Pde1c	0.018476	0	0.039567	0.047494	0	0.034975
ENSMUSG00000004356	Utp20	14.303901	10.2047	10.295966	10.516465	10.516762	6.580826
ENSMUSG00000004359	Spic	0.358719	0.128536	0.765579	0.786839	0.159196	0.930753
ENSMUSG00000004360	9330159F19Rik	1.439927	2.236868	1.430391	1.014022	1.328325	1.057336
ENSMUSG00000004364	Cul3	85.312269	89.990871	85.743872	86.332193	109.19064	98.39432
ENSMUSG00000004366	Sst	0	0	0	0	0	0
ENSMUSG00000004371	Il11	0.777296	0.549375	0.390086	0.871235	0.9417	2.050019
ENSMUSG00000004383	Large1	14.887395	11.088138	10.467949	10.633203	15.788328	15.860836
ENSMUSG00000004393	Ddx56	53.778061	49.500784	49.510566	43.942489	55.261851	41.116765
ENSMUSG00000004394	Tmed4	80.189156	74.115479	66.286265	93.55444	76.449039	65.640443
ENSMUSG00000004415	Col26a1	0.253466	0.14597	0.23593	0.493062	0	0.375977
ENSMUSG00000004446	Bid	27.480163	40.541482	33.075919	34.369724	32.850595	26.076388
ENSMUSG00000004451	Ralb	85.146031	84.623571	77.983137	92.307459	96.956123	103.994908
ENSMUSG00000004455	Ppp1cc	195.633712	166.043761	157.910183	204.597919	172.878362	171.094619
ENSMUSG00000004460	Dnajb11	87.588433	106.393749	104.357519	121.477696	101.370335	103.083874
ENSMUSG00000004462	Tbccd1	6.512078	10.450871	9.750192	8.368064	7.896712	8.519786
ENSMUSG00000004473	Clec11a	3.981779	3.684602	1.713986	5.241282	4.035109	10.258074
ENSMUSG00000004500	Zfp324	2.84782	3.368792	3.120607	4.339903	3.344127	2.666919
ENSMUSG00000004508	Gab2	11.576788	9.910999	9.339254	12.750997	14.025758	15.732069
ENSMUSG00000004530	Coro1c	66.39881	73.219776	59.170439	89.491506	88.483884	82.276615
ENSMUSG00000004535	Tax1bp1	77.359147	83.232875	65.247116	78.457739	86.380736	71.341988
ENSMUSG00000004540	Psg17	3.279517	5.208603	3.678235	4.996977	7.265702	6.913771
ENSMUSG00000004542	Psg19	0.824223	1.193881	0.417941	1.305113	2.370206	1.605536
ENSMUSG00000004552	Ctse	9.787075	0.690132	1.061916	0.557994	1.661144	3.058478
ENSMUSG00000004558	Ndrg2	33.110957	60.928366	13.800188	59.375978	40.68001	42.07014
ENSMUSG00000004561	Mettl17	14.984075	13.694322	8.583763	10.940487	12.642698	11.957648
ENSMUSG00000004562	Arhgef40	42.765434	48.208295	18.701954	38.320243	47.196045	54.290743
ENSMUSG00000004565	Pnpla6	43.774415	46.810856	39.603658	35.434296	46.289284	36.838493
ENSMUSG00000004567	Mcoln1	52.514223	61.600055	52.152045	61.726133	50.456967	48.211567
ENSMUSG00000004568	Arhgef18	19.966249	18.72988	18.039215	19.726176	18.063628	19.611584
ENSMUSG00000004591	Pkn2	21.981114	19.062348	19.985038	27.143778	23.88373	25.364437
ENSMUSG00000004609	Cd33	13.717389	17.45769	14.771262	33.85183	13.517948	20.256736
ENSMUSG00000004610	Etfb	206.448108	293.616997	210.619923	207.019594	211.351077	185.558776
ENSMUSG00000004612	Nkg7	5.163044	5.4025	7.357046	8.428005	7.381042	11.294159
ENSMUSG00000004626	Stxbp2	144.640896	146.120904	142.934333	114.076042	156.468859	144.932671
ENSMUSG00000004630	Pcp2	0	0	0	0	0	0
ENSMUSG00000004631	Sgce	7.01958	6.850439	3.79022	10.36617	7.221099	12.466647
ENSMUSG00000004633	Chn2	23.287561	26.377243	20.525914	25.635416	17.33205	20.079794
ENSMUSG00000004637	Wwox	8.298921	7.877384	7.485001	6.882279	10.586259	6.447463
ENSMUSG00000004642	Slbp	47.516619	49.653718	34.970426	58.26619	51.60425	45.231878
ENSMUSG00000004651	Tyr	0	0	0	0	0.042814	0
ENSMUSG00000004654	Ghrhr	0	0	0	0	0	0
ENSMUSG00000004655	Aqp1	15.560602	15.27569	10.482726	22.138777	17.966744	26.254801
ENSMUSG00000004661	Arid3b	5.255645	3.55045	2.472463	3.190913	4.122164	5.253672
ENSMUSG00000004665	Cnn2	86.609839	72.505201	60.550961	87.914529	106.165529	129.631156
ENSMUSG00000004667	Polr2e	102.660109	90.750734	91.867473	82.071485	83.253838	93.056563
ENSMUSG00000004668	Abca13	0.009998	0.097303	0.085681	0.016868	0.028659	0.059931
ENSMUSG00000004677	Myo9b	50.040401	50.133891	39.813235	44.013963	60.637655	56.549686
ENSMUSG00000004698	Hdac9	3.148109	1.76926	0.622406	3.530389	4.159424	2.52878
ENSMUSG00000004707	Ly9	4.852565	4.73755	4.092268	7.11444	6.541923	7.748054
ENSMUSG00000004709	Cd244a	10.005984	12.652973	16.701215	19.376992	17.265647	10.137634
ENSMUSG00000004730	Adgre1	27.610497	28.433667	28.455001	41.29416	35.533915	49.021119
ENSMUSG00000004748	Mtfp1	20.669352	17.721242	21.268003	18.952673	17.011747	9.054756
ENSMUSG00000004768	Rab23	6.667778	6.884033	7.505628	7.480156	8.564804	10.166529
ENSMUSG00000004771	Rab11a	329.629829	376.7166	252.281891	349.991127	354.438653	373.363894
ENSMUSG00000004788	Eif2b2	65.885836	47.290262	49.511121	57.860272	79.494076	84.408836
ENSMUSG00000004789	Dlst	91.858957	87.69199	85.920555	88.319954	116.353415	93.183518
ENSMUSG00000004791	Pgf	28.373231	6.166821	6.521539	44.897034	6.131265	85.538079
ENSMUSG00000004798	Ulk2	11.543552	10.286996	8.848676	13.978878	14.936968	15.950234
ENSMUSG00000004814	Ccl24	0.465899	0.212618	0	0.771514	0.53128	1.323565
ENSMUSG00000004815	Dgkq	15.282189	15.679968	12.057483	24.502427	13.412734	13.444908
ENSMUSG00000004821	Tmed11	0	0	0	0	0	0
ENSMUSG00000004837	Grap	23.143388	40.827935	25.357017	41.398279	42.399224	33.693044
ENSMUSG00000004842	Pou1f1	0	0	0	0	0	0
ENSMUSG00000004843	Chmp2b	38.123766	45.331835	39.471678	48.805324	37.889359	43.909844
ENSMUSG00000004846	Plod3	95.187515	81.625747	65.015426	97.183491	90.15343	110.180327
ENSMUSG00000004849	Ap1s1	167.735107	152.713263	126.619113	220.914298	157.025453	159.655387
ENSMUSG00000004864	Mapk13	65.234777	52.947389	66.777274	51.841874	31.779147	76.417296
ENSMUSG00000004865	Srpk1	48.635799	54.745033	51.381185	47.962874	49.395897	59.506141
ENSMUSG00000004872	Pax3	6.515575	5.819989	10.083483	6.664405	6.966651	4.377282
ENSMUSG00000004880	Lbr	25.612816	27.008757	37.653977	29.313747	34.583219	23.369353
ENSMUSG00000004885	Crabp2	4.12373	1.948101	2.005992	2.111733	2.41473	3.839543
ENSMUSG00000004891	Nes	16.78455	21.628758	9.152883	12.887625	20.978667	23.848171
ENSMUSG00000004892	Bcan	0	0	0	0	0	0
ENSMUSG00000004894	Hapln2	0	0.166006	0	0	0	0
ENSMUSG00000004895	Prcc	26.923197	24.345659	24.998341	26.130145	23.926982	28.172871
ENSMUSG00000004896	Rrnad1	14.465044	11.819606	10.731055	9.113078	12.255793	15.36235
ENSMUSG00000004897	Hdgf	204.702202	200.171172	178.489348	193.730222	218.899103	201.569281
ENSMUSG00000004902	Slc25a18	0	0	0	0	0	0
ENSMUSG00000004929	Thop1	30.385643	21.138125	23.518692	18.709909	17.767774	22.942089
ENSMUSG00000004931	Apba3	41.043983	36.017193	31.446718	38.76457	29.004341	38.678088
ENSMUSG00000004933	Matk	0.919698	1.101261	0.510232	1.053519	1.471022	2.409415
ENSMUSG00000004934	Pias4	21.894694	17.410429	15.937323	23.662906	19.22276	22.472704
ENSMUSG00000004936	Map2k1	98.904171	82.119303	76.807838	126.280394	90.388318	125.048858
ENSMUSG00000004937	Sgta	80.575771	69.971541	67.437221	77.825032	63.196682	79.338376
ENSMUSG00000004939	Nmrk2	0.145159	0.491838	0	0	0.553561	0
ENSMUSG00000004945	Tmem242	49.104468	52.380204	47.67722	60.403073	61.421063	50.339541
ENSMUSG00000004947	Dtx2	11.355181	9.339917	7.169104	12.216866	10.2719	10.5971
ENSMUSG00000004948	Zp3	0	0	0	0.171457	0	0
ENSMUSG00000004951	Hspb1	20.88034	31.154579	8.350083	17.800856	44.706365	31.874479
ENSMUSG00000004952	Rasa4	27.292227	18.061224	12.130821	42.370819	16.140057	30.142834
ENSMUSG00000004961	Syt5	1.54272	0.334226	1.537244	0.650398	0.514022	3.716834
ENSMUSG00000004980	Hnrnpa2b1	710.170864	700.776227	627.897768	640.123485	788.630511	638.503056
ENSMUSG00000004988	Fxyd4	0	0	0	0	0	0
ENSMUSG00000004994	Ccdc130	18.401793	20.050017	12.524806	14.370566	12.403822	19.455999
ENSMUSG00000004996	Mri1	29.681242	42.788869	36.895665	28.076532	46.814682	33.398647
ENSMUSG00000005034	Prkacb	20.825706	27.229906	18.9452	28.861644	26.417387	27.179145
ENSMUSG00000005043	Sgsh	2.768118	2.722357	1.756036	4.246463	3.696638	4.573172
ENSMUSG00000005045	Chd5	0.078632	0.057527	0.018468	0.059831	0.081334	0.315109
ENSMUSG00000005054	Cstb	233.780502	180.694103	189.089271	200.038574	243.889456	269.549203
ENSMUSG00000005057	Sh2b2	4.643486	5.776141	1.592215	2.575531	4.462907	7.124262
ENSMUSG00000005069	Pex5	19.415271	19.914591	20.283588	23.206621	20.501349	22.715861
ENSMUSG00000005078	Jkamp	29.547577	33.614112	23.353153	36.634826	37.038378	29.108917
ENSMUSG00000005087	Cd44	429.143483	459.245825	377.458459	753.332276	555.048966	466.780888
ENSMUSG00000005089	Slc1a2	0.187378	0.412924	0.283882	2.342216	0.092389	0.23682
ENSMUSG00000005102	Eif2ak4	5.653351	7.253736	6.083652	9.935824	7.274075	8.259004
ENSMUSG00000005103	Wdr1	158.549525	150.864439	105.525194	204.299381	216.529807	166.686737
ENSMUSG00000005107	Slc2a9	2.102032	1.839024	2.369436	5.003418	2.199632	1.842548
ENSMUSG00000005124	Wisp1	10.531907	10.126886	5.457221	15.942205	14.241009	18.969977
ENSMUSG00000005125	Ndrg1	156.072576	153.027426	105.36708	224.70504	106.531632	497.607109
ENSMUSG00000005131	4930550C14Rik	2.589748	3.716776	2.277295	0.906356	2.394833	1.804303
ENSMUSG00000005142	Man2b1	37.935283	36.040118	30.97474	44.358373	49.264898	53.227085
ENSMUSG00000005148	Klf5	97.308245	72.763551	51.515229	81.434511	98.132588	79.702558
ENSMUSG00000005150	Wdr83	15.648154	22.307399	16.059004	21.734998	17.090681	16.818158
ENSMUSG00000005161	Prdx2	212.975399	229.294793	178.301128	237.30888	251.522711	225.970064
ENSMUSG00000005198	Polr2a	33.516876	37.19803	30.436696	43.093152	52.484803	43.701263
ENSMUSG00000005202	Shbg	0	0	0	0	0	0
ENSMUSG00000005204	Senp3	73.591086	71.524342	60.65223	65.705885	67.065965	76.275097
ENSMUSG00000005220	Corin	0.029273	0	0.019118	0	0	0
ENSMUSG00000005225	Plekha8	8.818462	11.006253	7.477064	9.609775	11.606989	9.53397
ENSMUSG00000005232	G6pc2	0	0	0	0	0	0
ENSMUSG00000005233	Spc25	13.287863	21.649626	12.254486	26.820445	20.259081	15.363686
ENSMUSG00000005237	Dnah2	1.19775	0.206642	0.464077	0.172004	0.315479	1.813352
ENSMUSG00000005251	Ripk4	19.073832	18.871517	15.731923	18.630723	13.957977	21.791726
ENSMUSG00000005262	Ufd1	38.098907	49.679713	43.746264	54.130043	45.684335	51.093152
ENSMUSG00000005267	Zfp287	1.899223	1.377877	1.100767	2.007962	1.899513	2.660556
ENSMUSG00000005268	Prlr	0.008155	0.015116	0	0.018342	0.0187	0.016293
ENSMUSG00000005299	Letm1	46.62614	49.083443	41.634924	65.217707	53.748907	34.938413
ENSMUSG00000005312	Ubqln1	75.715432	70.553136	69.731979	75.184845	82.081173	69.368012
ENSMUSG00000005320	Fgfr4	0.02545	0.094223	0	0	0	0
ENSMUSG00000005338	Cadm3	1.419563	1.123146	0.369501	1.025444	1.661018	1.027371
ENSMUSG00000005339	Fcer1a	0.407284	0.562408	0	0.681466	0.23233	1.313862
ENSMUSG00000005354	Txn2	141.262269	195.946779	163.523612	142.52007	160.057244	129.715099
ENSMUSG00000005355	Casp14	0	0.03691	0	0	0	0
ENSMUSG00000005357	Slc1a6	0.043698	0.080787	0	0.293925	0.250023	0.130632
ENSMUSG00000005360	Slc1a3	0.558685	0.637974	0.278488	0.72003	0.229495	1.319151
ENSMUSG00000005362	Crbn	21.308036	25.500357	24.248501	29.636452	23.154883	25.700966
ENSMUSG00000005364	Il5ra	1.195857	0.035634	0.041127	0	4.36133	0.431627
ENSMUSG00000005370	Msh6	28.936669	30.474354	28.10098	24.831065	31.584165	35.174018
ENSMUSG00000005371	Fbxo11	40.284074	42.614305	27.801639	49.855335	38.672449	45.548493
ENSMUSG00000005373	Mlxipl	1.548576	0.656289	0.564948	0.149064	1.817352	1.197178
ENSMUSG00000005374	Tbl2	18.467764	23.01502	16.951976	27.758903	13.062715	21.572968
ENSMUSG00000005378	Bud23	44.264751	46.809618	50.350915	42.242036	40.336742	43.14545
ENSMUSG00000005397	Nid1	59.19025	52.676306	42.337855	82.902908	70.891366	98.424542
ENSMUSG00000005410	Mcm5	51.794986	35.528434	31.361734	24.53817	52.846106	37.16439
ENSMUSG00000005413	Hmox1	69.502494	37.681631	22.227496	108.147514	48.470619	172.239949
ENSMUSG00000005417	Mprip	90.492776	70.107474	64.722117	99.108331	93.31508	115.784782
ENSMUSG00000005442	Cic	57.223519	62.736611	44.877384	66.05658	61.515705	71.529136
ENSMUSG00000005447	Pafah1b3	95.568972	84.690236	59.71906	96.976585	96.796152	112.292098
ENSMUSG00000005465	Il27ra	1.31068	1.071923	0.958208	1.44408	1.622588	3.071434
ENSMUSG00000005469	Prkaca	43.860883	56.271015	37.581267	54.150496	57.728769	46.174304
ENSMUSG00000005470	Asf1b	14.321243	21.420336	13.907478	23.944904	28.656211	15.921782
ENSMUSG00000005474	Myl10	0	0	0	0	0	0.167636
ENSMUSG00000005481	Ddx39	43.764994	58.338489	40.700461	37.732985	63.936525	42.053964
ENSMUSG00000005483	Dnajb1	23.735596	24.720147	14.444201	22.752793	25.535674	28.928293
ENSMUSG00000005493	Msh4	0	0.037747	0.107644	0.070983	0	0.050766
ENSMUSG00000005501	Usp40	9.351389	9.385458	10.5923	11.415508	12.832653	10.259717
ENSMUSG00000005503	Evx1	11.756964	9.372594	12.230595	8.34436	10.365458	8.274922
ENSMUSG00000005505	Kbtbd4	10.625032	14.299014	11.380234	15.740467	14.2432	10.31827
ENSMUSG00000005506	Celf1	53.388988	56.341399	54.903605	64.500282	58.891822	48.082494
ENSMUSG00000005510	Ndufs3	165.667107	176.714164	152.583918	216.162915	156.369603	138.968752
ENSMUSG00000005514	Por	186.832735	214.477651	194.721357	173.851975	186.84121	186.136918
ENSMUSG00000005533	Igf1r	12.812406	16.408806	13.724422	16.398181	16.411698	16.493072
ENSMUSG00000005534	Insr	14.995427	18.675307	18.333972	19.871481	20.583283	17.195469
ENSMUSG00000005540	Fcer2a	0	0	0	0.087674	0.13422	0.15585
ENSMUSG00000005547	Cyp2a5	0	0.040753	0	0	0	0
ENSMUSG00000005553	Atp4a	5.242375	3.110809	6.488275	0	1.578955	0.175967
ENSMUSG00000005566	Trim28	139.588732	138.263478	121.92387	108.744852	132.264229	117.154387
ENSMUSG00000005575	Ube2m	174.842692	152.231008	106.238501	137.306698	171.338522	163.852052
ENSMUSG00000005580	Adcy9	1.922814	2.885694	3.896552	3.324125	2.271387	1.986695
ENSMUSG00000005583	Mef2c	5.030106	7.540659	3.537124	9.267432	9.936271	7.569374
ENSMUSG00000005609	Ctr9	24.785894	30.189434	25.281832	20.364102	27.19847	21.932745
ENSMUSG00000005610	Eif4g2	273.243053	308.952868	228.877565	270.459722	319.107401	297.500802
ENSMUSG00000005611	Mrvi1	0.853847	1.224872	1.617137	2.799511	1.741805	2.395358
ENSMUSG00000005615	Pcyt1a	17.626169	21.183795	16.644186	26.349524	22.138605	22.523979
ENSMUSG00000005621	Zfp592	16.771136	14.592523	13.374988	16.58664	16.999311	19.669841
ENSMUSG00000005625	Psmd4	148.141389	133.523548	133.022839	138.4502	142.333425	158.613313
ENSMUSG00000005628	Tmod4	0.697005	2.611533	0.185908	0.759098	2.742475	0.17468
ENSMUSG00000005640	Insrr	0.113228	0.016347	0.075532	0.05453	0.111219	0.178306
ENSMUSG00000005649	Cabp5	0.2286	0.09384	0	0.113793	0.116183	0.252904
ENSMUSG00000005656	Snx6	105.587661	66.03196	83.786544	68.081626	111.804276	92.392567
ENSMUSG00000005667	Mthfd2	15.628008	13.779303	12.409642	12.497669	19.922032	16.251512
ENSMUSG00000005672	Kit	2.516387	1.525918	1.843786	3.059536	7.37495	6.405216
ENSMUSG00000005674	Tomm40l	39.560541	37.242548	53.202104	52.926513	41.085323	30.482314
ENSMUSG00000005677	Nr1i3	0.029988	0.108465	0.079966	0.084109	0	0.307994
ENSMUSG00000005681	Apoa2	3.494973	2.91609	5.146089	4.862415	4.938335	0.975429
ENSMUSG00000005682	Pan2	14.661349	18.284718	14.226646	16.802442	13.944165	14.743412
ENSMUSG00000005683	Cs	100.232365	101.313072	110.457154	98.90539	102.212637	87.455254
ENSMUSG00000005686	Ampd3	2.155272	2.153127	0.987019	1.488586	2.844375	4.205691
ENSMUSG00000005687	Bcas2	61.295161	55.353549	52.23738	63.876394	74.430441	65.337071
ENSMUSG00000005696	Sh2d1a	0.618477	0.798407	0.468398	0.798952	0.869724	1.422343
ENSMUSG00000005698	Ctcf	35.810298	40.189667	35.535882	42.22875	47.969041	33.118141
ENSMUSG00000005699	Pard6a	5.17022	5.34203	4.262638	7.765189	5.52496	6.229044
ENSMUSG00000005705	Agrp	0.360172	0	0	0.176972	0	0
ENSMUSG00000005716	Pvalb	0.540471	6.067406	0	0	11.958459	0.107248
ENSMUSG00000005718	Tfap4	3.548227	6.489895	8.239348	6.778009	6.73909	6.529572
ENSMUSG00000005732	Ranbp1	104.615522	132.440967	122.400441	107.72564	129.896315	124.449632
ENSMUSG00000005763	Cd247	0.32959	1.559329	0.656288	1.607758	1.521546	1.92667
ENSMUSG00000005774	Rfx5	8.922242	9.359646	9.29322	10.403681	9.734827	11.271938
ENSMUSG00000005779	Psmb4	230.647284	207.084828	233.907826	234.791037	217.265667	210.36695
ENSMUSG00000005800	Mmp8	0.645114	0.629811	0.267838	1.085541	0.820578	1.500761
ENSMUSG00000005802	Slc30a4	31.099984	34.481459	22.430898	52.605414	33.467976	36.030736
ENSMUSG00000005803	Sqor	79.544265	79.021184	50.753196	51.424572	74.453642	64.427512
ENSMUSG00000005804	Bloc1s6	47.548813	60.14938	53.215153	63.658012	45.935355	50.644325
ENSMUSG00000005813	Metap1	38.190012	35.59326	36.980418	40.309637	33.938094	31.093321
ENSMUSG00000005823	Gpr108	62.617823	74.566157	60.277952	66.740071	59.647964	56.082957
ENSMUSG00000005824	Tnfsf14	1.214874	0.58376	0.362647	1.361359	1.556636	2.371981
ENSMUSG00000005836	Gata6	1.310677	0.722591	0.68536	1.158285	1.517056	1.39091
ENSMUSG00000005846	Rsl1d1	77.768492	108.683402	96.247074	89.80329	99.856107	94.389902
ENSMUSG00000005864	Cnga2	0	0	0	0	0	0
ENSMUSG00000005871	Apc	19.596015	27.14182	22.101383	26.937551	34.719943	19.676238
ENSMUSG00000005873	Reep5	51.263612	56.784785	45.297578	52.929347	73.051624	56.436637
ENSMUSG00000005881	Ergic3	180.66015	206.603653	197.936194	243.633883	164.059609	185.936886
ENSMUSG00000005882	Uqcc1	44.433607	60.651002	54.536361	77.89054	52.838046	36.225008
ENSMUSG00000005883	Spo11	9.209539	7.44031	21.058138	8.297259	2.688743	4.216976
ENSMUSG00000005886	Ncoa2	13.115566	15.535516	21.095833	18.443592	20.774662	14.433339
ENSMUSG00000005891	Prl4a1	0	0	0	0	0	0
ENSMUSG00000005892	Trh	0	0	0	0.076042	0	0
ENSMUSG00000005893	Nr2c2	13.311931	18.528165	15.77556	18.107133	17.18008	14.986834
ENSMUSG00000005897	Nr2c1	7.646831	8.286834	7.938642	7.830373	7.033833	7.114619
ENSMUSG00000005899	Smpd4	13.293792	18.930626	16.356371	18.152691	16.895274	15.830546
ENSMUSG00000005907	Pex1	15.097739	14.195275	12.951634	12.740715	13.895394	10.651321
ENSMUSG00000005917	Otx1	0.030756	0	0	0	0	0
ENSMUSG00000005936	Kctd20	25.899996	27.40739	24.890199	26.870081	27.739263	36.274599
ENSMUSG00000005947	Itgae	2.486969	2.343221	1.891546	2.645646	3.072204	2.503141
ENSMUSG00000005949	Ctns	22.827423	27.418276	28.064347	26.440673	20.841058	23.244688
ENSMUSG00000005950	P2rx5	0.145339	0.235232	0.077578	0.203794	0.37435	0.253573
ENSMUSG00000005951	Shpk	7.418721	10.677512	9.490337	8.154866	11.466791	7.786705
ENSMUSG00000005952	Trpv1	0.32291	0.17924	0.206925	0	0.062161	0.322021
ENSMUSG00000005958	Ephb3	38.633116	36.801304	39.448851	31.894729	31.963111	28.839206
ENSMUSG00000005968	Tuft1	19.427346	16.469206	15.44923	21.336129	16.836684	20.241796
ENSMUSG00000005973	Rcn1	30.968677	26.211689	16.779759	34.541813	37.208819	56.980853
ENSMUSG00000005980	Dnase1	0	0	0	0.069223	0	0
ENSMUSG00000005981	Trap1	45.612632	69.745653	65.678525	66.399144	61.000122	47.834138
ENSMUSG00000005982	Naa60	35.474378	53.669508	37.9045	55.825245	43.954929	47.595269
ENSMUSG00000005983	1700037C18Rik	3.536122	5.293559	5.146634	6.148236	4.108543	7.154797
ENSMUSG00000005986	Ankrd13d	3.553182	1.942147	3.735483	0.877518	1.225638	2.380966
ENSMUSG00000005994	Tyrp1	0	0	0	0	0	0
ENSMUSG00000006005	Tpr	90.780649	78.323252	92.813842	70.464729	102.468892	84.550013
ENSMUSG00000006007	Pdc	0	0.071909	0	0	0.207925	0
ENSMUSG00000006010	Odr4	26.314378	34.533408	36.36878	34.083706	37.129628	28.34986
ENSMUSG00000006014	Prg4	3.471935	3.302965	0.981773	0.221721	2.65717	4.354223
ENSMUSG00000006019	Dhx34	6.709084	8.173598	6.297266	7.480856	7.846602	8.377579
ENSMUSG00000006021	Kptn	14.009111	15.347513	12.748173	19.713643	12.758357	12.142673
ENSMUSG00000006024	Napa	95.297646	102.252455	100.131385	111.253371	88.090708	99.612931
ENSMUSG00000006050	Sra1	94.684714	94.895815	67.173149	92.801238	116.040735	120.423553
ENSMUSG00000006056	Calcoco2	0.211837	0	0	0	0	0
ENSMUSG00000006057	Atp5g1	425.324094	400.198791	422.799232	486.385819	437.70043	300.447284
ENSMUSG00000006058	Snf8	105.474536	91.642177	99.540568	91.558424	113.697119	96.960407
ENSMUSG00000006095	Tbcb	74.117467	80.310593	51.077016	63.590751	70.05936	75.518793
ENSMUSG00000006127	Inpp5k	32.374018	32.110644	33.800059	33.193165	30.09881	35.785237
ENSMUSG00000006134	Crkl	16.650511	24.18493	20.05321	23.941734	19.334366	18.872997
ENSMUSG00000006143	Upk3bl	16.635592	9.039701	2.231423	10.539591	7.615873	13.00732
