gene_id	gene_name	DRX399598	DRX399599	DRX399600	DRX399601	DRX399602	DRX399603
ENSMUSG00000031241	Tbx22	0	0	0	0	0	0
ENSMUSG00000031242	2610002M06Rik	510	513	584	557	591	453
ENSMUSG00000031245	Hmgn5	613.873	721.287	719.415	699.474	690.676	531.435
ENSMUSG00000031246	Sh3bgrl	1445	1881	1288	1844	1782	2173
ENSMUSG00000031250	Tnmd	16	4	2	4	1	2
ENSMUSG00000031253	Srpx2	363	372	175	454	467	867
ENSMUSG00000031255	Sytl4	12	9	7	6	8	24
ENSMUSG00000031256	Cstf2	1222.999	1227	1004.001	1132.001	799	1155
ENSMUSG00000031257	Nox1	1	0	1	2	1	0
ENSMUSG00000031258	Xkrx	29	32	34	33	38	44
ENSMUSG00000031262	Cenpi	242.001	196	174	287.001	201	220.999
ENSMUSG00000031264	Btk	101	119	75	124	99	177
ENSMUSG00000031266	Gla	408	279	278	363	256	449
ENSMUSG00000031270	4930513O06Rik	0	0	0	0	0	0
ENSMUSG00000031271	Serpina7	0	0	0	1	0	0
ENSMUSG00000031273	Col4a6	2	0	0	3	1	4
ENSMUSG00000031274	Col4a5	1071	911	591	1626	645.999	812
ENSMUSG00000031278	Acsl4	3863	4593	3902.999	4485	2477	3331.001
ENSMUSG00000031283	Chrdl1	48	41	15	3	47	69
ENSMUSG00000031284	Pak3	6	4	0	0	3	6
ENSMUSG00000031285	Dcx	0	0	1	0	2	1
ENSMUSG00000031286	Glt28d2	91.244	62.732	86.884	85.953	72.943	72.956
ENSMUSG00000031289	Il13ra2	7	3	0	5	2	11
ENSMUSG00000031290	Lrch2	38	37	16	44	33	82.001
ENSMUSG00000031292	Cdkl5	250	325	318	197	141	152
ENSMUSG00000031293	Rs1	2	3	0	0	2	1
ENSMUSG00000031294	D630029K05Rik	0	0	0	3	0	0
ENSMUSG00000031295	Phka2	477	482.999	393	481.001	225.001	406.001
ENSMUSG00000031297	Slc7a3	43	35	13	21	49.999	24
ENSMUSG00000031298	Adgrg2	11	17	11	5	13	9
ENSMUSG00000031299	Pdha1	6755	7958.971	8725.981	6647.999	3785.999	4628
ENSMUSG00000031302	Nlgn3	4.732	1.402	2.445	0	2.213	1.377
ENSMUSG00000031303	Map3k15	90	103.029	36.019	80	111	104
ENSMUSG00000031304	Il2rg	425	365.609	292.575	478.543	474	721
ENSMUSG00000031309	Rps6ka3	2744	2471.999	2937	3434	1929	2307
ENSMUSG00000031310	Zmym3	657.999	775.001	752.999	607.999	795	723.002
ENSMUSG00000031311	Nono	5317.995	4555.995	5056.986	4500.988	5356.996	5233.996
ENSMUSG00000031312	Itgb1bp2	12	26	0	0	37	1
ENSMUSG00000031314	Taf1	1836	1768.001	1892	1728	1990.999	1761
ENSMUSG00000031320	Rps4x	21112.706	16249.055	22588.692	14294.23	14390.951	19584.347
ENSMUSG00000031323	Dmrtc1a	0	0	0	0	0	0
ENSMUSG00000031325	4930519F16Rik	0	0	2	0	0	2
ENSMUSG00000031326	Cdx4	0	0	0	0	0	0
ENSMUSG00000031327	Chic1	9	28	7	25	29	33
ENSMUSG00000031328	Flna	10218.002	9941.999	5639.998	10246	12609	15006.001
ENSMUSG00000031329	Tsx	0	0	0	0	0	0
ENSMUSG00000031330	Zcchc13	0	0	0	0	0	1
ENSMUSG00000031333	Abcb7	1267	1129	1214	1334	1335	901
ENSMUSG00000031337	Mtm1	221	214	252	255	289.001	232.999
ENSMUSG00000031340	Gabre	20	19	7	14	14	32
ENSMUSG00000031342	Gpm6b	96	139.001	60	134.001	135	225
ENSMUSG00000031343	Gabra3	34	35	14	27	58	110
ENSMUSG00000031344	Gabrq	0	0	0	0	0	1
ENSMUSG00000031347	Cetn2	421.999	371	379	412	417	421
ENSMUSG00000031349	Nsdhl	361	404	336	376	390	351
ENSMUSG00000031351	Zfp185	909	814	831	1039	638	623
ENSMUSG00000031352	Hccs	491	458	475	548	329	494.999
ENSMUSG00000031353	Rbbp7	3599	3373	3149	3364.999	2123.999	3304.001
ENSMUSG00000031354	Amelx	0	0	0	0	0	0
ENSMUSG00000031355	Arhgap6	127	107	68	77	112	121
ENSMUSG00000031357	Syap1	1176	959	814	1197	678	1179
ENSMUSG00000031358	Msl3	759	771	627	954.999	477	742
ENSMUSG00000031360	Ctps2	654.001	640	573.001	636.001	359	702
ENSMUSG00000031362	Xlr4c	3.05	6.629	0	1.357	1.804	12.694
ENSMUSG00000031364	Grpr	0	0	0	0	0	1
ENSMUSG00000031365	Zfp275	472	501	363	596	515	551
ENSMUSG00000031367	Ap1s2	903.999	1014	587	1031	937	1141.999
ENSMUSG00000031370	Zrsr2	547.999	415.001	352	527	344	569.999
ENSMUSG00000031371	Haus7	357	271	247	364	318	331
ENSMUSG00000031372	Trex2	59	54	26	89	26	76
ENSMUSG00000031373	Car5b	207	168	97	205	106	269
ENSMUSG00000031374	Zfp92	0	0	0	0	1	0
ENSMUSG00000031375	Bgn	17854.999	15419	8092.001	18773.001	18729	32987
ENSMUSG00000031376	Atp2b3	0	0	0	0	2	0
ENSMUSG00000031377	Bmx	10	48	2	5	67	12
ENSMUSG00000031378	Abcd1	462	334	347	430	399	445
ENSMUSG00000031379	Pir	461	863.999	305	329	583.999	419
ENSMUSG00000031380	Vegfd	63	99	20	30	72	153
ENSMUSG00000031381	Piga	348.001	227	210	244	182	355
ENSMUSG00000031382	Asb11	4	8	1	1	12	2
ENSMUSG00000031383	Dusp9	60	16	71	48	41	125
ENSMUSG00000031384	Asb9	0	0	0	0	0	0
ENSMUSG00000031385	Plxnb3	25.001	38	17	68	24	41
ENSMUSG00000031386	Hcfc1	3491.001	4227	3740	4217	3590	3564.999
ENSMUSG00000031387	Renbp	307	286.999	279	303	272	419
ENSMUSG00000031388	Naa10	1491	1109	1392.999	1113.999	987	1099
ENSMUSG00000031389	Arhgap4	171.001	177.999	120.001	157	198	308.999
ENSMUSG00000031390	Avpr2	1	0	0	0	0	0
ENSMUSG00000031391	L1cam	126	179.999	107	152.001	242.999	125.001
ENSMUSG00000031392	Irak1	3208.998	2776.001	2522.999	3105	2791.001	2590.998
ENSMUSG00000031393	Mecp2	1384	1487	1447	1678	1609	1444
ENSMUSG00000031394	Opn1mw	0	0	0	0	0	0
ENSMUSG00000031397	Tktl1	0	0	0	0	0	0
ENSMUSG00000031398	Plxna3	119	116.999	68.999	89.001	172	167
ENSMUSG00000031399	Fam3a	625	598	561.001	641	613.999	649
ENSMUSG00000031400	G6pdx	1928	1916.001	1837	2071	1818.001	1793
ENSMUSG00000031402	Mpp1	1038	743.999	849	1117.999	1375	1025
ENSMUSG00000031403	Dkc1	1084.999	1068	1126	965.001	1218.001	1026
ENSMUSG00000031409	Tceal6	0	0	0	0	0	0
ENSMUSG00000031410	Nxf7	0	0	0	0	2	1
ENSMUSG00000031411	Prame	0	0	0	0	0	1
ENSMUSG00000031422	Morf4l2	4228	3497	2897.001	3392	2696.999	4370
ENSMUSG00000031424	Kir3dl1	0	0	0	0	0	0
ENSMUSG00000031425	Plp1	18	29	15	18	25	16
ENSMUSG00000031428	Zcchc18	0	5	7	5	7	7
ENSMUSG00000031429	Psmd10	452	371	305	457	281	441
ENSMUSG00000031430	Vsig1	155	63	74	0	224	49
ENSMUSG00000031431	Tsc22d3	1086	1484.001	973	644.001	543	1105
ENSMUSG00000031432	Prps1	1006.044	1154.028	834.118	991.7	655.896	1008.028
ENSMUSG00000031433	Rbm41	170	187	169	282.999	90	200
ENSMUSG00000031434	Morc4	2410	1497.001	1479.001	1167	1190	2559
ENSMUSG00000031438	Rnf128	1538	973	1067	1240	553	1880
ENSMUSG00000031441	Atp11a	476	478	286.999	601	506.001	939.001
ENSMUSG00000031442	Mcf2l	424	915	388.999	404.999	527	248.999
ENSMUSG00000031443	F7	18	23	7	4	39	40
ENSMUSG00000031444	F10	70.999	38	26	37	63	159.999
ENSMUSG00000031445	Proz	0	0	0	0	1	0
ENSMUSG00000031446	Cul4a	2242	2594.999	1943	2043	2205	2123.001
ENSMUSG00000031447	Lamp1	13635	19354	13424	13552	14717	14289
ENSMUSG00000031448	Adprhl1	10	25	0	0	17	0
ENSMUSG00000031449	Atp4b	0	0	0	0	0	0
ENSMUSG00000031450	Grk1	1	1	0	2	2	1
ENSMUSG00000031451	Gas6	898	1105	366	1314	1085	2074
ENSMUSG00000031452	1700029H14Rik	0	0	0	1	0	2
ENSMUSG00000031453	Rasa3	1248	1160.001	629	1079	1230	1990.999
ENSMUSG00000031458	Coprs	132	193	144	109	151	102
ENSMUSG00000031461	Myom2	35	257	0	0	201	3
ENSMUSG00000031465	Angpt2	246	250	206	617	234	754
ENSMUSG00000031467	Agpat5	1512	998	1117	856	712	750
ENSMUSG00000031471	Defb8	0	0	0	0	0	0
ENSMUSG00000031478	Nek3	53	44	34	23	24	33
ENSMUSG00000031479	Vps36	1513	1111	877	860	1083	950
ENSMUSG00000031480	Thsd1	147	105	77	99	127	188
ENSMUSG00000031481	Tpte	0	0	0	0	0	0
ENSMUSG00000031482	Slc25a15	702	560	546	458	471	417
ENSMUSG00000031483	Erlin2	3439.001	3093	2441	2254.001	3097	2904
ENSMUSG00000031485	Plpbp	1461.001	1331.999	1041.001	827	1058	1244.999
ENSMUSG00000031486	Adgra2	533	568	295	620	657	1155.999
ENSMUSG00000031487	Brf2	274	270.001	222.999	186.999	251.001	288
ENSMUSG00000031488	Rab11fip1	2713	2051	1822	1240	1863	2011
ENSMUSG00000031489	Adrb3	3	3	1	4	4	2
ENSMUSG00000031490	Eif4ebp1	1825	1032	766	1042	917	2011
ENSMUSG00000031491	Chrna6	0	0	0	0	0	0
ENSMUSG00000031492	Chrnb3	0	0	0	0	0	1
ENSMUSG00000031493	Ggn	5	6	3	13	5	18
ENSMUSG00000031494	Cd209a	22	5	5	8	21	44
ENSMUSG00000031495	Cd209d	2	9	0	1	7	8
ENSMUSG00000031497	Tnfsf13b	138.999	135.999	100	140.999	159	197.001
ENSMUSG00000031502	Col4a1	19713.001	18990	12138	24451	19809	30508
ENSMUSG00000031503	Col4a2	13196	11700.999	8113	15667	12707	20686
ENSMUSG00000031504	Rab20	322	316	280	225	284	347
ENSMUSG00000031505	Naxd	809	983	652	611.001	818	720
ENSMUSG00000031506	Ptpn7	190	373.999	276	412	241.999	259
ENSMUSG00000031508	Ankrd10	1123.001	1403.001	955	873.999	1092.001	976
ENSMUSG00000031509	1700016D06Rik	0	0	0	0	0	0
ENSMUSG00000031510	1700128E19Rik	0	0	0	0	0	0
ENSMUSG00000031511	Arhgef7	1671.998	2112	1340	1829.999	1689.001	2188.999
ENSMUSG00000031512	Tex29	0	0	0	0	0	5
ENSMUSG00000031513	Leprotl1	1825	1400	1233	1133	1402	1339
ENSMUSG00000031516	Dctn6	846.999	706.999	550.999	586	636.001	716
ENSMUSG00000031517	Gpm6a	2	3	2	3	4	3
ENSMUSG00000031518	Spata4	0	0	0	0	0	0
ENSMUSG00000031519	Asb5	63	82	19	2	76	54
ENSMUSG00000031520	Vegfc	115	91	63	87	98	178
ENSMUSG00000031521	Aga	112	79	66	128	114	215
ENSMUSG00000031523	Dlc1	403	430.001	298	633.001	445	780
ENSMUSG00000031527	Eri1	1385	1122	1038	670	1156	948
ENSMUSG00000031529	Tnks	3032	2811	2327.001	2308	2558	2324
ENSMUSG00000031530	Dusp4	3396	1707	1439	1832	1522	2427
ENSMUSG00000031532	Saraf	3610	2933	2386	2896	2565	2825
ENSMUSG00000031533	Mrps31	591	460	412	300	404	322
ENSMUSG00000031534	Smim19	256	187	146	170	238	267
ENSMUSG00000031535	Dkk4	0	0	0	0	0	0
ENSMUSG00000031536	Polb	673	614	476	352	506	486
ENSMUSG00000031537	Ikbkb	3299.999	3063.999	3424	1760.001	2472.999	2335.002
ENSMUSG00000031538	Plat	11004	5409	10693	2075	5545	6693
ENSMUSG00000031539	Ap3m2	303	231.999	268.999	205	180	314
ENSMUSG00000031540	Kat6a	3519	3387	3039	2699	2971	2267
ENSMUSG00000031543	Ank1	53.001	123	12	12	57	24
ENSMUSG00000031545	Gpat4	3096.999	2126.999	2179.001	1351	1819	1856.999
ENSMUSG00000031546	Gins4	881	712	646	460	633	659
ENSMUSG00000031548	Sfrp1	1498	2152	499	1692	2060	3813
ENSMUSG00000031549	Ido2	14	2	6	5	38	10
ENSMUSG00000031551	Ido1	19	7	0	75	99	15
ENSMUSG00000031552	Adam18	29	0	0	0	1	0
ENSMUSG00000031553	Adam3	5	4	0	4	0	2
ENSMUSG00000031554	Adam5	7	1	1	3	4	7
ENSMUSG00000031555	Adam9	5457.001	6965	4291	4620	6905	5493
ENSMUSG00000031556	Tm2d2	994	861	698	678	714	869
ENSMUSG00000031557	Plekha2	3291	2463	1809	1931	2402	3432
ENSMUSG00000031558	Slit2	1329.999	2242.001	690.999	2308.999	1549.999	1243.001
ENSMUSG00000031559	4930555F03Rik	0	0	0	0	0	0
ENSMUSG00000031561	Tenm3	77	101	36	21	78	68.001
ENSMUSG00000031562	Dctd	513	727	542.999	384	519	431
ENSMUSG00000031563	Wwc2	2132	2163	1501	1715	1850	2244
ENSMUSG00000031565	Fgfr1	1440	978	544.999	1407	1296	2523
ENSMUSG00000031568	Rwdd4a	1253	1418	1054	875	923	854
ENSMUSG00000031570	Plpp5	786.002	576	424	477.999	372.001	712.001
ENSMUSG00000031574	Star	54	62	48	38	61	86
ENSMUSG00000031575	Ash2l	3768.001	2606	2906.001	1813.999	2830	2515
ENSMUSG00000031576	Kcnu1	102	34	21	25	61	31.001
ENSMUSG00000031577	Tti2	413.04	347	303	283	328	339
ENSMUSG00000031578	Mak16	1694.961	1375	1274	833	1258	1023.999
ENSMUSG00000031583	Wrn	809	607	542.999	464	733.999	615
ENSMUSG00000031584	Gsr	5880	3764	3464	2073	4104	4705
ENSMUSG00000031585	Gtf2e2	989	912	546	600.999	726	885
ENSMUSG00000031586	Rbpms	163	146.999	91	174	151.001	324
ENSMUSG00000031590	Frg1	1271	1031	707	712	902	938
ENSMUSG00000031591	Asah1	6019	4874	3618	4583.999	4316	4934
ENSMUSG00000031592	Pcm1	1896	1644	1367	1411	1767	1686.999
ENSMUSG00000031594	Fgl1	100	43	93	40	85	31
ENSMUSG00000031595	Pdgfrl	277	187	123	228	193	508
ENSMUSG00000031596	Slc7a2	458	338	198	379.001	357.001	766
ENSMUSG00000031600	Vps37a	2056	1736	1522	1418	1683	1693
ENSMUSG00000031601	Cnot7	2197.999	2019	1532.001	1643.001	1804	2199.001
ENSMUSG00000031603	Fgf20	12	7	15	8	17	20
ENSMUSG00000031604	Msmo1	1220.001	1455.001	706	963.176	1186.999	1421.001
ENSMUSG00000031605	Klhl2	1712.139	1786	1384.999	1716	1557	1731
ENSMUSG00000031608	Galnt7	3753	3288	2482	3032	3924	2551.999
ENSMUSG00000031609	Sap30	1077	759	796	631	800	808
ENSMUSG00000031610	Scrg1	0	0	0	0	0	0
ENSMUSG00000031613	Hpgd	32	28	10	46	29	107
ENSMUSG00000031616	Ednra	251	294	142	617	249	641
ENSMUSG00000031617	Tmem184c	159	323.999	185	288	225	247
ENSMUSG00000031618	Nr3c2	182	230	153	127	247	144
ENSMUSG00000031620	Iqcm	0	0	0	0	2	0
ENSMUSG00000031621	Isx	0	0	0	0	0	1
ENSMUSG00000031622	Sin3b	1894	1544.001	1327	1266	1178	1448
ENSMUSG00000031626	Sorbs2	1536.999	2629.001	2209.999	2064.998	1886	1404.998
ENSMUSG00000031627	Irf2	1311	1154.999	930	1062	985	1028
ENSMUSG00000031628	Casp3	5535	4846.001	2715.001	3142.999	4705.999	4517
ENSMUSG00000031629	Cenpu	192	192.001	137.999	145.001	174.001	138
ENSMUSG00000031631	Cfap97	789	819	607	551	696.001	630
ENSMUSG00000031633	Slc25a4	5515	3544	3797	3171	3236	3738
ENSMUSG00000031634	Ufsp2	1401.999	1172.999	812	896	1068	1142.999
ENSMUSG00000031635	Anxa10	176.001	45	67	2	143	110
ENSMUSG00000031636	Pdlim3	94	302	5	11	318	16
ENSMUSG00000031637	Lrp2bp	10	2	4	7	7	12
ENSMUSG00000031639	Tlr3	1838.001	1629	1341	1553.001	2167.999	854
ENSMUSG00000031640	Gm45753	0	0	0	0	0	0
ENSMUSG00000031641	Cbr4	597	657.999	467.001	431	556	482
ENSMUSG00000031642	Sh3rf1	4084	6763.999	4467	4562.999	4976.05	3705.001
ENSMUSG00000031644	Nek1	693	618.001	513.001	615	516	607.001
ENSMUSG00000031645	F11	46	124	106	23	14	8
ENSMUSG00000031647	Mfap3l	181	243	894	232	158	288
ENSMUSG00000031651	Triml1	0	0	0	0	0	0
ENSMUSG00000031652	N4bp1	2206	2508	1772	1926	1821	1841
ENSMUSG00000031654	Cbln1	0	0	3	5	2	0
ENSMUSG00000031657	Heatr3	752	961.999	712	609.001	748.999	581
ENSMUSG00000031659	Adcy7	779	859.001	500	923	1005	1584
ENSMUSG00000031660	Brd7	1285.999	2044	1169	1297.297	1480.183	1322.001
ENSMUSG00000031661	Nkd1	644	1027	1005	469	617	492
ENSMUSG00000031662	Snx20	133	98	93	111	155	212
ENSMUSG00000031665	Sall1	20	18	2	17	32	15
ENSMUSG00000031666	Rbl2	1036.999	1250	963	1169.999	1274.001	1160
ENSMUSG00000031667	Aktip	909	1373.999	682.001	890.001	970.001	815.999
ENSMUSG00000031668	Eif2ak3	918	952.999	846	639	742	938
ENSMUSG00000031669	Gins3	75	133	85	84	112	91
ENSMUSG00000031671	Setd6	189.001	291	195	155.999	142.001	197
ENSMUSG00000031672	Got2	3203.288	4471.658	2867.084	3597.424	3645.479	2848.417
ENSMUSG00000031673	Cdh11	1331.396	1417	610.211	1242.054	1419.959	1935.001
ENSMUSG00000031681	Smad1	344	416	266	314.999	289	526
ENSMUSG00000031682	1700011L22Rik	0	0	0	1	0	0
ENSMUSG00000031683	Lsm6	370	558	327	325	507	327.001
ENSMUSG00000031684	Slc10a7	426	530	329	333	489	378.999
ENSMUSG00000031688	Pou4f2	2	0	2	5	2	8
ENSMUSG00000031691	Tnpo2	2312	3153	2202.001	2110.001	2396.999	2117.002
ENSMUSG00000031696	Vps35	2778	3500.001	2311	2751	3361	2957
ENSMUSG00000031697	Orc6	409	534	313.001	326.001	498	417.001
ENSMUSG00000031698	Mylk3	0	2	0	1	2	3
ENSMUSG00000031700	Gpt2	492.016	1001	535	354	291	347
ENSMUSG00000031701	Dnaja2	2535	3665	2309	2484	2965	2552
ENSMUSG00000031703	Itfg1	1324	1923	1106	1485	1837.999	1486.001
ENSMUSG00000031706	Rfx1	525.001	638	373	490.001	474	493.001
ENSMUSG00000031708	Tecr	963	1442	766.998	784.001	982.001	890.999
ENSMUSG00000031709	Tbc1d9	305	256	194	297	289	425
ENSMUSG00000031710	Ucp1	0	1	1	0	2	1
ENSMUSG00000031711	Zfp330	528	770.994	490.971	416.998	576.978	559
ENSMUSG00000031712	Il15	38	44	27	45	43	67.999
ENSMUSG00000031714	Gab1	344	394	313	329	390	459
ENSMUSG00000031715	Smarca5	1736.883	2326.782	1197.96	1583.726	2228.757	1799.899
ENSMUSG00000031722	Hp	414	409	163	140	331	1444
ENSMUSG00000031723	Txnl4b	196	391	190	215	226	193
ENSMUSG00000031725	Ces1f	0	0	0	0	0	0
ENSMUSG00000031727	Pmfbp1	7	46	16	32	16	11
ENSMUSG00000031728	Zfp821	168	209.999	111	192	199	243.001
ENSMUSG00000031729	Ist1	2346.001	2430.999	1706.999	1916.001	2446	2303.999
ENSMUSG00000031730	Dhodh	162.001	176	140.999	139.999	150	167
ENSMUSG00000031731	Ap1g1	2617.001	3705.989	2253.001	2827	3370	2717
ENSMUSG00000031732	Phlpp2	304	354	321	317	379	322
ENSMUSG00000031734	Irx3	2067	2419	1088	2621	2098	2846
ENSMUSG00000031736	Crnde	207.999	343.001	143	292.999	180	237.001
ENSMUSG00000031737	Irx5	551	713	496	739	503	763
ENSMUSG00000031738	Irx6	0	0	0	0	0	0
ENSMUSG00000031740	Mmp2	2352	2052	1014	3242	2717	3815
ENSMUSG00000031748	Gnao1	29	30	12	20	19	30
ENSMUSG00000031749	St3gal2	818	905.001	447	1010	865	1109
ENSMUSG00000031750	Il34	320	226	138	220	288	346
ENSMUSG00000031751	Amfr	2624	2963	1841	2799	2947	2722
ENSMUSG00000031753	Cog4	1058	1325.001	811.001	974.001	1179.999	1131.999
ENSMUSG00000031754	Nudt21	1115.779	1690.21	905.471	986.96	1279.665	1086.32
ENSMUSG00000031755	Bbs2	113	206	82	92	138	95
ENSMUSG00000031756	Cenpn	114	203	125.001	131	185	152
ENSMUSG00000031757	Mt4	0	0	0	1	0	1
ENSMUSG00000031758	Cdyl2	24	28	8	26	29	53
ENSMUSG00000031760	Mt3	1	3	0	4	1	2
ENSMUSG00000031762	Mt2	874	1975	320	465	1602	1726
ENSMUSG00000031765	Mt1	1146	2222.999	628.999	853	1611	1937
ENSMUSG00000031766	Slc12a3	2	8	5	3	1	4
ENSMUSG00000031767	Nudt7	124	235.001	158	180	257	187.999
ENSMUSG00000031770	Herpud1	2556	3553.999	2174	1680.001	1713	2012
ENSMUSG00000031772	Cntnap4	0	0	0	0	1	0
ENSMUSG00000031774	Fam192a	830	1098	721.999	709	928.001	817
ENSMUSG00000031775	Pllp	1220	2293.999	1543	1109	1784.998	893.998
ENSMUSG00000031776	Arl2bp	1994.999	3069.999	1446	2430	2812.999	2010.001
ENSMUSG00000031778	Cx3cl1	1695	1467	1381	1698	2134	1683.001
ENSMUSG00000031779	Ccl22	40	24	19	31	39	107
ENSMUSG00000031780	Ccl17	30	8	11	11	35	47
ENSMUSG00000031781	Ciapin1	583	798	550	474	684.001	530.999
ENSMUSG00000031782	Coq9	873	1447	979	1042	945	788.999
ENSMUSG00000031783	Polr2c	871.993	1151.972	746.341	762.988	942.99	934
ENSMUSG00000031785	Adgrg1	1668.999	2594	2596	1094	1772	1495
ENSMUSG00000031786	Drc7	0	0	0	0	0	0
ENSMUSG00000031787	Katnb1	290.001	414	223	354	376	321
ENSMUSG00000031788	Kifc3	259.001	145	88.001	199	161.001	426.001
ENSMUSG00000031789	Cngb1	5	3	2	4	9	8
ENSMUSG00000031790	Mmp15	7485	8626	6144	4117	11488	4749
ENSMUSG00000031791	Tmem38a	225	424	182	204.999	347.001	185
ENSMUSG00000031792	Usb1	463	497.999	342	380	515	491
ENSMUSG00000031796	Cfap20	843.992	1328.061	707.046	804.057	968.059	856.15
ENSMUSG00000031799	Tpm4	10744.99	12487.194	7119	9835.996	12231.997	14332
ENSMUSG00000031802	Phxr4	0	1	1	0	1	0
ENSMUSG00000031803	B3gnt3	7113	5352	3470	5128	5922	6379
ENSMUSG00000031805	Jak3	1356	1426.814	838.381	961.015	1302.858	1387.869
ENSMUSG00000031807	Pgls	2704.686	2536.216	2318.337	1777.001	1577.193	2048.227
ENSMUSG00000031808	Slc27a1	2282	3152	1930.001	2257.999	2194	1921.001
ENSMUSG00000031809	1700018B08Rik	0	0	0	0	0	0
ENSMUSG00000031812	Map1lc3b	2723.074	3695.785	2174.539	2496.554	2846	3128.583
ENSMUSG00000031813	Mvb12a	1511.999	1398.001	1178.999	851	1132	1103
ENSMUSG00000031816	Mthfsd	633	964	611	588.001	605.997	591.001
ENSMUSG00000031818	Cox4i1	6110.999	7816	5747	5481	5655.999	5166
ENSMUSG00000031819	Emc8	679.812	876.001	587.877	717.001	801.616	663.023
ENSMUSG00000031820	Babam1	1531.001	1770	1399	1310.001	1315.001	1411
ENSMUSG00000031821	Gins2	154	224.399	134	164	279.519	209.199
ENSMUSG00000031822	Gse1	1381	1616.601	1203	1363.001	1312.481	1502.802
ENSMUSG00000031823	Zdhhc7	665.999	861.001	516	804.001	729	703
ENSMUSG00000031824	6430548M08Rik	334	379	163	590	254	349
ENSMUSG00000031825	Crispld2	657	555	211.001	518	825	1081.001
ENSMUSG00000031826	Usp10	1922.999	2287.999	1853	1070.001	1911	1174
ENSMUSG00000031827	Cotl1	1464	1450	1092	1588	1719	2499
ENSMUSG00000031828	Klhl36	158	147	116	116	166	143
ENSMUSG00000031831	Dnaaf1	0	1	0	0	0	0
ENSMUSG00000031832	Taf1c	294	340	284	197	277	272
ENSMUSG00000031833	Mast3	1235	1233.001	972	886.999	961	1182
ENSMUSG00000031834	Pik3r2	2468	2398	1733.001	1731	1508	1878.001
ENSMUSG00000031835	Mbtps1	3038	5155.999	3625.001	3292.999	4927	3260
ENSMUSG00000031837	Necab2	0	0	0	0	0	2
ENSMUSG00000031838	Ifi30	1837	1534	1278	1348	1968	2094
ENSMUSG00000031839	Hsbp1	1289	1631.999	944	1334.999	1368.999	1436.999
ENSMUSG00000031840	Rab3a	25	28	10	29	29	44
ENSMUSG00000031841	Cdh13	2822.999	2957.001	1788	3123	3147	3073.001
ENSMUSG00000031842	Pde4c	6.001	9	6	13	2	17
ENSMUSG00000031843	Mphosph6	209	306	183	256	358.999	374
ENSMUSG00000031844	Hsd17b2	0	1	0	0	2	1
ENSMUSG00000031845	Bco1	38	41	30	24	19	36
ENSMUSG00000031847	1700030J22Rik	8	9	3	20	8	9
ENSMUSG00000031848	Lsm4	1500.999	1561	1284	898.999	1171	1275
ENSMUSG00000031849	Comp	20	32	4	12	14	22
ENSMUSG00000031851	Ntpcr	314.999	435.999	245	393.999	396	515
ENSMUSG00000031853	Map3k21	595	890	751	647	699	369.999
ENSMUSG00000031858	Mau2	3102	3393	2675.001	2821.999	2263	2585.999
ENSMUSG00000031860	Pbx4	21.001	24	15	10	25	11
ENSMUSG00000031861	Lpar2	212	314	160	202	207	137
ENSMUSG00000031862	Atp13a1	3242	3482	2872	2447	2482	2245
ENSMUSG00000031864	Ints10	771.001	864.999	693	655.001	759.001	570
ENSMUSG00000031865	Dctn1	2108.001	2311.001	1621.999	2037	2042.999	2436.999
ENSMUSG00000031870	Pgr	0	2	1	3	6	0
ENSMUSG00000031871	Cdh5	1948	2513	1608	2207	1742	4105
ENSMUSG00000031872	Bean1	47	29	15	27	28	48
ENSMUSG00000031875	Cmtm3	480.999	467.999	286	518	471.001	936
ENSMUSG00000031876	Gm45711	0	0	0	0	0	0
ENSMUSG00000031877	Ces2g	13	46	2	17	12	21
ENSMUSG00000031878	Nae1	712	859.002	577.001	584	792.002	705
ENSMUSG00000031879	Fam96b	268	394	217	226	298	283
ENSMUSG00000031880	Rrad	37	57	17	28	60	49
ENSMUSG00000031881	Cdh16	0	0	0	0	0	0
ENSMUSG00000031883	Car7	8	19	26	16	13	5
ENSMUSG00000031884	Ces2d-ps	0	0	0	0	0	0
ENSMUSG00000031885	Cbfb	1852	2676	1334	2014	2336	2109
ENSMUSG00000031886	Ces2e	15	17	5	4	4	10
ENSMUSG00000031887	Tradd	296	320	234	226	332	296
ENSMUSG00000031889	D230025D16Rik	398	455.001	286.999	326	363	352.001
ENSMUSG00000031891	Hsd11b2	2	4	0	3	6	6
ENSMUSG00000031893	Tsnaxip1	0	0	0	0	0	0
ENSMUSG00000031896	Ctrl	1	3	2	5	6	1
ENSMUSG00000031897	Psmb10	663	446.999	565	539.001	730.001	597.001
ENSMUSG00000031898	Dpep3	1	0	1	0	0	0
ENSMUSG00000031901	Dus2	62	57.999	38.001	37	83	63
ENSMUSG00000031902	Nfatc3	1212	1606	1099	1388.001	1521.001	1303.001
ENSMUSG00000031903	Pla2g15	508	498	317	495	517	734
ENSMUSG00000031904	Slc7a6	897	1491	836	842	1065	993.999
ENSMUSG00000031906	Smpd3	2899	5002	3487	2237	5075	1985
ENSMUSG00000031907	Zfp90	114	161.001	82	154	178.999	234
ENSMUSG00000031910	Has3	15	26	23	11	20	14
ENSMUSG00000031913	Vps4a	842	1073	640	764	923	919
ENSMUSG00000031916	Cog8	794.053	1033.418	590.612	595.348	813.716	729.423
