gene_id	gene_name	SRX22997881	SRX22997882	SRX22997883	SRX22997884	SRX22997885	SRX22997886
ENSG00000100206.11	DMC1	1.51755	0.657066	0.088223	1.195347	1.727278	0.650543
ENSG00000100207.21	TCF20	16.225992	8.209537	9.958933	8.461809	16.672498	1.816797
ENSG00000100209.11	HSCB	11.835392	6.878856	7.662801	6.202941	12.310382	6.311236
ENSG00000100211.12	CBY1	18.78173	14.122797	12.565046	14.265106	28.818698	19.845366
ENSG00000100216.6	TOMM22	57.786699	39.76212	35.326844	44.803997	51.391494	43.63943
ENSG00000100218.12	RSPH14	0.299961	0.063865	0.227758	0.041168	0.738164	0.095406
ENSG00000100219.17	XBP1	143.009205	112.219789	102.934476	137.104068	494.877737	124.297565
ENSG00000100220.12	RTCB	88.161316	83.796764	50.280151	83.479887	64.785946	43.536372
ENSG00000100221.11	JOSD1	22.142931	31.587145	23.623604	36.083615	23.826129	11.342314
ENSG00000100225.18	FBXO7	55.872007	41.612354	32.670258	41.730076	53.074216	35.510569
ENSG00000100226.16	GTPBP1	12.570398	24.613154	8.753961	17.704931	20.125061	2.968696
ENSG00000100227.19	POLDIP3	22.690551	17.418884	12.281134	14.647711	24.860368	10.546492
ENSG00000100228.14	RAB36	1.289833	0.125413	0.617746	0.219743	1.55784	0.109475
ENSG00000100234.12	TIMP3	35.013695	5.522453	22.026683	12.906602	10.245458	1.739306
ENSG00000100239.16	PPP6R2	13.861758	13.581005	10.03015	11.851071	27.150646	4.474395
ENSG00000100241.22	SBF1	15.416064	12.261284	15.450602	10.58123	35.468244	2.082486
ENSG00000100242.16	SUN2	27.797999	26.686106	17.363549	30.16174	45.414047	4.213366
ENSG00000100243.22	CYB5R3	83.924752	70.183597	59.280074	70.624086	104.662778	27.825459
ENSG00000100246.13	DNAL4	10.138848	9.635963	6.005362	9.079579	15.94128	12.303672
ENSG00000100249.5	C22orf31	0	0.206598	0	0.154285	0.062962	0.090801
ENSG00000100253.13	MIOX	0	0.04485	0.623759	0	0.068307	0
ENSG00000100258.18	LMF2	15.387496	15.423962	11.403926	11.675418	33.46481	7.058806
ENSG00000100263.14	RHBDD3	14.490812	3.641809	5.40653	4.149417	12.991748	2.18192
ENSG00000100266.19	PACSIN2	20.802446	63.005903	23.909371	56.670422	40.830198	19.649052
ENSG00000100271.17	TTLL1	1.89106	1.28631	1.211442	1.732881	2.948632	0.837022
ENSG00000100276.10	RASL10A	0.275104	0.172111	0.133543	0.346614	0.850268	0.081415
ENSG00000100280.17	AP1B1	28.376115	28.470373	19.075468	27.611405	36.497995	6.508897
ENSG00000100281.14	HMGXB4	9.299599	6.09159	4.501594	6.047059	12.008321	2.336432
ENSG00000100284.22	TOM1	19.450279	17.674366	14.434535	23.370342	20.495891	15.09823
ENSG00000100285.10	NEFH	0.113069	0.046319	0.093211	0.105084	0.212733	0.034242
ENSG00000100288.20	CHKB	17.221318	16.401735	9.630012	10.356923	30.160124	8.439765
ENSG00000100290.3	BIK	11.760324	8.720348	9.242693	7.694346	22.905013	8.429225
ENSG00000100292.18	HMOX1	19.678359	35.944691	13.299621	28.650648	18.248245	32.722097
ENSG00000100294.13	MCAT	8.165949	4.340793	7.194878	8.241215	10.993492	5.691608
ENSG00000100296.14	THOC5	18.525251	7.156046	6.605718	6.098392	10.846908	8.458961
ENSG00000100297.16	MCM5	21.179234	12.066289	7.821809	9.95772	39.132659	1.818237
ENSG00000100298.16	APOBEC3H	0.174031	0.876003	0.536884	0.29191	0.559757	0.140427
ENSG00000100299.18	ARSA	9.524325	30.304812	14.407257	20.222468	29.864772	13.101892
ENSG00000100300.18	TSPO	134.404427	160.266635	129.327826	152.305697	172.423812	177.678868
ENSG00000100302.7	RASD2	0.750247	2.70529	2.257688	5.345011	8.783976	1.544961
ENSG00000100304.13	TTLL12	23.617747	38.614937	25.096731	37.389663	42.145119	30.814847
ENSG00000100307.13	CBX7	3.428578	3.537766	3.149029	4.36338	7.832328	1.834058
ENSG00000100311.17	PDGFB	4.423545	0.490785	0.921145	0.841304	4.872469	0.174424
ENSG00000100312.11	ACR	0.227672	0.192189	0.11897	0.072751	0.236852	0
ENSG00000100314.4	CABP7	0	0	0.010677	0	0.129959	0
ENSG00000100316.16	RPL3	1673.436931	1232.106815	1816.429089	1368.234798	2022.133128	1750.347019
ENSG00000100319.13	ZMAT5	16.084403	9.712161	6.323994	7.28568	13.14435	12.032533
ENSG00000100320.24	RBFOX2	19.667657	8.917748	6.472553	8.265311	19.360927	3.11079
ENSG00000100321.15	SYNGR1	1.040814	0.880839	0.586877	1.696158	2.342378	1.107503
ENSG00000100324.14	TAB1	6.861293	5.071479	4.121533	4.227832	10.404775	2.269947
ENSG00000100325.15	ASCC2	25.938784	23.471481	15.831587	23.292406	28.988543	14.718388
ENSG00000100330.16	MTMR3	8.539576	8.01277	4.523627	7.312735	13.075493	2.813118
ENSG00000100335.15	MIEF1	8.630979	7.350371	4.849601	7.067578	10.180051	2.681235
ENSG00000100336.18	APOL4	2.93765	1.318367	3.409044	0.776781	5.359352	0.356207
ENSG00000100341.13	PNPLA5	0.027925	0	0	0	0	0
ENSG00000100342.22	APOL1	16.620925	33.568142	12.40546	11.164112	44.352487	4.261256
ENSG00000100344.11	PNPLA3	0.059443	0	0.039217	0.020565	1.275611	0.018883
ENSG00000100345.23	MYH9	171.733697	132.947562	84.407005	116.169713	175.770477	22.500214
ENSG00000100346.18	CACNA1I	0.021114	0.023233	0.020876	0.008728	0.058225	0
ENSG00000100347.15	SAMM50	30.574337	26.023983	23.244947	29.679	33.436005	28.913835
ENSG00000100348.10	TXN2	50.104743	68.519303	46.336163	67.071638	64.500619	87.551872
ENSG00000100350.16	FOXRED2	3.326344	0.93556	1.32707	0.706674	3.772503	0.154602
ENSG00000100351.17	GRAP2	0.247857	1.016293	1.050483	1.255354	2.995826	0.521253
ENSG00000100353.18	EIF3D	136.123047	70.14998	90.269448	82.833541	142.203201	90.464784
ENSG00000100354.21	TNRC6B	1.522215	2.101712	0.962934	2.086186	3.202649	0.42407
ENSG00000100359.21	SGSM3	17.207798	30.679421	16.400819	27.114743	70.269446	22.737311
ENSG00000100360.15	IFT27	12.188405	11.730226	9.155997	11.191019	22.223856	12.762887
ENSG00000100362.13	PVALB	0.19567	0.445961	0.13073	0.431058	0	0.254932
ENSG00000100364.19	KIAA0930	18.272206	6.7831	11.512726	10.632768	17.870156	3.663099
ENSG00000100365.16	NCF4	3.563715	11.51278	5.122288	8.638015	20.492805	6.903056
ENSG00000100368.15	CSF2RB	3.137595	3.503573	1.837569	4.699674	7.795592	0.710822
ENSG00000100372.15	SLC25A17	21.257345	5.978325	5.803733	7.931677	14.173326	7.960326
ENSG00000100373.10	UPK3A	0.220143	0.469552	0.109822	0.371078	2.090244	0.242378
ENSG00000100376.12	FAM118A	21.166126	13.006543	9.105739	8.504538	75.187875	2.977481
ENSG00000100379.18	KCTD17	9.740738	5.07881	4.948246	5.779973	10.395974	2.756392
ENSG00000100380.15	ST13	177.825397	84.175002	65.939356	92.668915	132.669081	62.177385
ENSG00000100385.15	IL2RB	1.392459	3.385095	0.938681	2.037905	6.558276	0.293623
ENSG00000100387.9	RBX1	57.113883	28.754701	30.011191	22.489591	41.292887	40.591531
ENSG00000100393.15	EP300	9.657217	9.727413	4.921727	8.577763	16.307572	0.834044
ENSG00000100395.15	L3MBTL2	6.763208	5.33685	4.084944	4.767841	11.924803	3.237208
ENSG00000100399.16	CHADL	0.281827	0.266832	0.171649	0.548615	0.500619	0.453149
ENSG00000100401.21	RANGAP1	23.912992	7.674086	10.637949	9.230892	30.903395	1.61115
ENSG00000100403.12	ZC3H7B	14.197256	7.487996	6.501598	8.368915	21.358872	1.013829
ENSG00000100410.8	PHF5A	51.230681	26.79443	25.53897	25.528464	39.846924	34.655146
ENSG00000100412.17	ACO2	32.827632	95.456713	52.851672	99.948118	63.690085	59.732733
ENSG00000100413.17	POLR3H	13.138162	3.505909	5.018721	4.28575	10.349715	1.766234
ENSG00000100416.15	TRMU	14.806497	7.589743	6.857189	6.887335	20.77351	5.323163
ENSG00000100417.12	PMM1	14.217837	32.64752	13.794896	15.142846	27.885107	30.255254
ENSG00000100418.8	DESI1	19.485721	10.415507	16.865007	14.06092	29.059952	9.179815
ENSG00000100422.14	CERK	13.106265	12.326134	13.870398	13.772633	8.521142	5.765697
ENSG00000100425.19	BRD1	9.889356	6.499828	5.521618	5.486281	14.453977	0.98328
ENSG00000100426.7	ZBED4	6.187872	3.237019	2.625616	3.538194	6.619313	1.234974
ENSG00000100427.16	MLC1	0.062331	0.061297	0.020556	0	0.046914	0.015101
ENSG00000100429.18	HDAC10	9.69764	5.330822	5.653263	5.083596	21.108987	1.662317
ENSG00000100433.16	KCNK10	0.006998	0.956666	0.579032	1.864533	0.265448	0.439235
ENSG00000100439.11	ABHD4	9.326684	10.394255	6.530696	6.26783	14.588521	7.31044
ENSG00000100441.10	KHNYN	16.714702	17.351816	9.362459	14.529572	30.006009	5.510337
ENSG00000100442.11	FKBP3	68.986282	47.853707	45.906234	43.827412	58.783522	45.979916
ENSG00000100445.18	SDR39U1	17.757297	11.373239	10.93016	13.654436	26.64472	11.960002
ENSG00000100448.4	CTSG	0.136328	5.565081	2.029896	6.38857	4.188982	2.652975
ENSG00000100450.13	GZMH	0.61101	0.925278	0.087648	0.163381	1.853985	0.806236
ENSG00000100453.14	GZMB	46.14616	2.361383	1.861393	2.695555	11.957446	1.127838
ENSG00000100461.18	RBM23	33.742061	28.615458	15.732735	30.529687	41.600468	15.296414
ENSG00000100462.16	PRMT5	49.437978	23.050423	21.147106	20.994241	59.661621	13.985655
ENSG00000100473.18	COCH	9.098516	1.833935	1.703404	1.295014	3.601241	1.387811
ENSG00000100478.16	AP4S1	1.827142	2.372498	1.207834	1.69496	3.236449	1.808475
ENSG00000100479.14	POLE2	9.062376	2.752412	2.524546	2.401201	8.975293	2.759766
ENSG00000100483.14	VCPKMT	3.817808	3.405322	2.409832	2.717097	5.899328	2.005693
ENSG00000100485.12	SOS2	10.274152	12.140842	7.453861	13.78655	12.843631	5.050323
ENSG00000100490.10	CDKL1	1.18614	6.9077	3.88216	6.226639	2.609967	1.312705
ENSG00000100503.27	NIN	8.168063	9.048853	3.897673	5.764285	12.863725	3.265201
ENSG00000100504.17	PYGL	20.975109	13.677115	2.684686	2.674603	30.716814	7.4774
ENSG00000100505.14	TRIM9	0.187341	0.915619	0.120105	0.341947	0.195985	0.126088
ENSG00000100519.12	PSMC6	101.821015	54.846287	42.739547	61.628768	77.971225	48.770149
ENSG00000100522.10	GNPNAT1	26.315311	13.642375	10.568979	18.123078	45.970986	8.861052
ENSG00000100523.17	DDHD1	3.960414	1.955946	1.07292	2.089274	4.542486	0.488673
ENSG00000100526.21	CDKN3	54.62501	21.080381	19.553416	14.274687	53.641444	8.933104
ENSG00000100528.12	CNIH1	108.46069	90.71634	65.810041	94.320586	127.039365	125.460138
ENSG00000100532.13	CGRRF1	7.2558	10.496153	5.032561	8.747207	7.315771	17.90028
ENSG00000100554.12	ATP6V1D	55.732025	68.31714	37.476567	72.633022	51.146303	94.900241
ENSG00000100557.10	CCDC198	0	0	1.539196	0	0	0
ENSG00000100558.9	PLEK2	39.33674	18.242547	33.441758	33.837093	31.891832	9.874982
ENSG00000100564.9	PIGH	11.500771	7.045104	6.917042	9.38095	17.262846	9.981341
ENSG00000100565.16	LRRC74A	0	0	0	0	0	0.059756
ENSG00000100567.13	PSMA3	188.377412	82.845374	92.490698	78.673356	158.868899	76.972672
ENSG00000100568.11	VTI1B	66.693288	76.169349	51.630257	80.172998	67.341932	86.29121
ENSG00000100575.14	TIMM9	53.417049	20.644601	26.79387	23.021146	47.388012	28.443328
ENSG00000100577.19	GSTZ1	10.725261	22.456051	9.616209	19.19375	22.245903	22.124445
ENSG00000100578.18	KIAA0586	5.403443	3.857534	2.16757	3.09346	10.835679	1.374669
ENSG00000100580.8	TMED8	4.562033	3.167762	1.603887	2.190146	5.273293	0.651787
ENSG00000100583.5	SAMD15	0.545795	0.20286	0.108013	0.21034	0.566103	0.123407
ENSG00000100591.8	AHSA1	114.651637	70.330902	71.743067	96.920383	121.1383	58.866222
ENSG00000100592.16	DAAM1	8.698599	6.65296	4.088253	8.362348	13.42936	1.759398
ENSG00000100593.18	ISM2	0.174576	0.037044	0.71931	0.046179	0.037102	0
ENSG00000100596.8	SPTLC2	11.597802	15.239192	8.245499	12.781765	20.669179	6.005761
ENSG00000100599.16	RIN3	5.942598	2.915641	4.863625	4.770629	6.674147	0.974497
ENSG00000100600.15	LGMN	43.098204	55.642529	42.757321	70.916434	65.360385	31.635124
ENSG00000100601.10	ALKBH1	7.673603	3.8067	2.718708	3.519131	6.88111	3.921072
ENSG00000100603.14	SNW1	52.032266	33.758302	24.092116	31.447506	54.385577	26.991337
ENSG00000100604.13	CHGA	0	116.519356	7.088673	41.227403	87.032738	46.429814
ENSG00000100605.17	ITPK1	28.423161	40.460037	27.290999	41.763363	29.478102	17.11208
ENSG00000100612.14	DHRS7	77.769378	105.95268	71.267725	108.916014	60.734392	92.939431
ENSG00000100614.18	PPM1A	21.165553	52.9268	21.03333	45.609092	33.257796	23.491583
ENSG00000100625.9	SIX4	0.141075	0.015939	0.064194	0.061047	0.146495	0
ENSG00000100626.17	GALNT16	0.194918	0.175249	0.080739	0.239938	0.558359	0.037833
ENSG00000100628.12	ASB2	0.104941	2.192501	1.56404	2.247363	3.66561	0.885905
ENSG00000100629.17	CEP128	2.371489	1.615187	0.559681	1.087176	4.317238	0.467629
ENSG00000100632.11	ERH	174.97295	77.647766	104.539659	78.573783	145.964814	85.246035
ENSG00000100644.17	HIF1A	49.138125	29.339651	20.326016	35.23088	59.967062	11.949376
ENSG00000100647.8	SUSD6	10.129188	16.099387	7.331326	12.272121	20.288163	3.120108
ENSG00000100650.16	SRSF5	214.983204	334.682938	214.222406	332.700246	317.966096	202.684165
ENSG00000100652.5	SLC10A1	0	0.054981	0.018413	0.023016	0.02802	0.013513
ENSG00000100664.11	EIF5	94.227059	86.591395	47.559787	89.838603	118.972247	45.941164
ENSG00000100665.12	SERPINA4	0.307288	0	2.029106	0	2.424786	0
ENSG00000100678.20	SLC8A3	0.036474	0.087127	0.027246	0.092347	0.090288	0.030332
ENSG00000100697.17	DICER1	7.204415	7.155142	4.258959	6.253198	13.547871	1.969645
ENSG00000100711.14	ZFYVE21	23.533745	28.200366	15.822474	22.578758	35.724117	23.14101
ENSG00000100714.18	MTHFD1	38.461602	15.477017	16.11676	16.345429	52.865741	7.207862
ENSG00000100721.11	TCL1A	0.250702	27.190749	0.171918	1.142668	1.135641	0
ENSG00000100722.20	ZC3H14	27.752588	25.982781	13.574561	26.078338	37.43011	14.513583
ENSG00000100726.15	TELO2	14.219082	4.829806	7.230641	4.937162	30.607013	1.222534
ENSG00000100731.16	PCNX1	8.681282	3.277039	3.795918	3.113311	7.666389	1.58492
ENSG00000100739.11	BDKRB1	1.127045	3.316557	1.748429	4.141643	1.82314	4.531703
ENSG00000100744.15	GSKIP	28.986116	86.312903	40.843879	75.517139	65.113238	76.630138
ENSG00000100749.9	VRK1	27.703058	10.592547	8.786405	9.409948	23.419606	5.5702
ENSG00000100764.14	PSMC1	204.934637	103.134501	74.531199	100.498814	130.641857	95.729039
ENSG00000100767.17	PAPLN	2.577325	2.137285	0.554747	1.187508	3.575948	0.264813
ENSG00000100784.12	RPS6KA5	2.783659	5.336623	3.641946	7.07003	3.573643	1.45465
ENSG00000100796.18	PPP4R3A	31.654505	32.550828	21.00046	31.111967	58.749729	12.353738
ENSG00000100802.15	C14orf93	8.870338	7.013968	5.04883	4.897815	9.134945	3.991563
ENSG00000100804.19	PSMB5	133.690508	52.821731	58.612606	57.083728	115.505708	74.462057
ENSG00000100811.15	YY1	34.719762	20.956669	18.469315	22.132498	46.672345	10.19202
ENSG00000100813.15	ACIN1	55.804665	37.669811	24.28537	28.773402	88.31425	7.657262
ENSG00000100814.19	CCNB1IP1	46.3809	12.078839	25.662881	17.253088	31.885826	19.435777
ENSG00000100815.12	TRIP11	7.773673	8.50682	4.837383	8.124578	13.609702	2.240988
ENSG00000100823.12	APEX1	134.051582	55.382991	61.270504	68.727088	132.976152	69.699903
ENSG00000100836.11	PABPN1	78.383739	54.381805	53.317606	46.361873	99.576212	21.60193
ENSG00000100842.13	EFS	1.550614	0.484158	0.765064	0.6995	1.217881	0.02032
ENSG00000100852.14	ARHGAP5	24.868624	22.337506	12.342775	25.085922	48.627183	8.248434
ENSG00000100865.15	CINP	25.665778	19.75162	17.799325	21.354596	33.193625	31.36342
ENSG00000100867.15	DHRS2	0.581139	0.089169	0.75292	0.027952	0.361131	0.154318
ENSG00000100883.13	SRP54	41.714644	29.574244	21.580838	32.08651	52.442571	19.630397
ENSG00000100884.10	CPNE6	1.235694	0	1.992975	0.023104	0.048502	0
ENSG00000100888.15	CHD8	15.172079	9.989614	9.652267	6.928868	19.722055	2.849073
ENSG00000100889.12	PCK2	32.733372	61.081727	36.250079	50.353612	43.118633	35.808471
ENSG00000100890.16	PRORP	21.795362	16.527	12.446183	17.047442	18.941435	13.598284
ENSG00000100897.18	DCAF11	33.744841	59.808098	28.630167	48.580634	48.590518	44.817062
ENSG00000100902.11	PSMA6	209.082612	163.724306	124.391945	120.627436	183.904433	182.355114
ENSG00000100906.12	NFKBIA	59.090367	84.842366	44.129547	77.435793	65.353214	33.787705
ENSG00000100908.14	EMC9	12.539925	14.356131	10.14728	7.807438	14.405495	9.369563
ENSG00000100911.16	PSME2	184.978721	231.934233	186.213213	142.004414	307.06249	139.128562
ENSG00000100916.14	BRMS1L	4.0518	1.838888	2.532018	1.531013	4.682958	1.035995
ENSG00000100918.14	REC8	3.101469	6.810039	3.084551	1.912339	10.399617	0.591588
ENSG00000100926.15	TM9SF1	35.77528	28.260078	23.590585	30.891139	38.538556	20.162679
ENSG00000100934.15	SEC23A	32.65061	33.296918	17.793628	32.723856	19.705675	15.007976
ENSG00000100938.19	GMPR2	52.855216	46.987155	29.166546	38.301509	45.902989	44.800676
ENSG00000100941.9	PNN	67.81742	34.048768	28.341398	30.7323	69.621374	9.465047
ENSG00000100949.15	RABGGTA	12.811037	10.451887	6.945319	11.80982	20.285725	8.707359
ENSG00000100968.14	NFATC4	8.976897	1.600871	3.873592	1.367397	12.78614	0.624571
ENSG00000100979.15	PLTP	61.19166	6.680395	14.91185	14.346109	31.15573	3.551848
ENSG00000100982.12	PCIF1	21.183322	8.642184	12.742379	7.581295	17.723645	3.776542
ENSG00000100983.12	GSS	75.050536	41.552024	36.670272	40.137517	76.966141	28.752608
ENSG00000100985.7	MMP9	34.686371	6.278211	9.489156	5.652083	27.456765	0.480446
ENSG00000100987.15	VSX1	0	0	0	0	0	0.021735
ENSG00000100991.12	TRPC4AP	54.73837	19.784335	22.699348	18.249251	33.940921	10.989078
ENSG00000100994.12	PYGB	38.046377	95.815137	50.484669	86.758937	100.479589	53.881448
ENSG00000100997.20	ABHD12	55.464585	42.953207	43.206061	33.775017	37.82361	16.169979
ENSG00000101000.6	PROCR	50.626808	11.452143	30.956505	11.36605	18.004341	6.095247
ENSG00000101003.12	GINS1	11.08537	1.854257	4.455453	1.984379	9.548964	0.442409
ENSG00000101004.16	NINL	4.703345	0.534068	2.019142	0.665638	0.932142	0.246073
ENSG00000101017.15	CD40	6.666663	7.810085	2.486225	5.503151	10.666657	2.13456
ENSG00000101019.22	UQCC1	48.683162	16.937478	18.104636	13.251752	22.365257	12.727906
ENSG00000101040.20	ZMYND8	27.555637	13.873378	19.320827	9.419501	23.44451	3.479886
ENSG00000101049.18	SGK2	10.392721	47.145212	16.131665	44.356722	9.370281	28.215653
ENSG00000101052.13	IFT52	51.393345	12.851209	18.50622	14.097649	22.243073	19.821314
ENSG00000101057.16	MYBL2	59.443746	9.944867	7.920296	3.349007	24.083121	1.111623
ENSG00000101074.5	R3HDML	0	0	0	0	0	0
ENSG00000101076.20	HNF4A	78.875135	70.114109	44.279494	57.569706	47.842776	17.76195
ENSG00000101079.21	NDRG3	19.161693	7.52113	10.370256	9.916962	14.917556	4.215076
ENSG00000101082.14	SLA2	0.467661	1.297391	0.729526	1.186594	1.87653	0.241488
ENSG00000101084.19	RAB5IF	244.868003	82.428901	111.73226	93.619818	117.836072	88.629671
ENSG00000101096.20	NFATC2	2.412127	1.727529	1.926367	1.072519	2.927276	0.3586
ENSG00000101098.13	RIMS4	0	0.224272	0.038703	0.088941	0.009814	0.014223
ENSG00000101104.13	PABPC1L	22.328295	2.859317	6.2839	1.282641	15.864151	0.233426
ENSG00000101109.13	STK4	21.241504	8.000112	7.234629	6.251807	13.380891	1.823842
ENSG00000101115.13	SALL4	2.824575	0.026658	1.156796	0.016818	0.799844	0
ENSG00000101126.18	ADNP	52.527548	10.829467	23.858706	9.647058	29.991565	4.624608
ENSG00000101132.10	PFDN4	160.919188	23.239171	55.649614	22.530175	40.116278	39.389029
ENSG00000101134.12	DOK5	0.910938	0.037409	0.281861	0.093947	0.119873	0.082739
ENSG00000101138.12	CSTF1	30.284618	11.440372	11.839939	10.564357	20.661578	10.62639
ENSG00000101144.13	BMP7	0.266123	2.327253	0.351	1.509737	10.200034	0.623886
ENSG00000101146.13	RAE1	41.762239	9.545294	15.470247	9.093999	25.086237	6.934248
ENSG00000101150.18	TPD52L2	73.117421	19.986474	38.454027	22.946694	56.723257	14.388843
ENSG00000101152.12	DNAJC5	30.834598	15.554185	14.075635	15.163959	22.121824	5.360797
ENSG00000101158.15	NELFCD	99.13209	11.571523	30.070986	12.683639	58.793077	6.719232
ENSG00000101160.15	CTSZ	196.739682	287.205091	144.419116	220.152316	157.938634	117.781234
ENSG00000101161.8	PRPF6	68.176858	18.079447	42.449133	18.282935	40.672382	10.752212
ENSG00000101162.4	TUBB1	0.04876	0.021314	0.01072	0.013425	0.17943	0
ENSG00000101166.16	PRELID3B	229.157501	104.696834	97.833652	117.892673	80.2885	53.7924
ENSG00000101180.17	HRH3	0	0	0	0	0	0
ENSG00000101181.18	MTG2	34.859439	10.835917	18.076872	10.057884	19.270434	5.607636
ENSG00000101182.15	PSMA7	652.249495	125.185387	238.511217	137.312792	224.903478	149.991918
ENSG00000101187.16	SLCO4A1	47.723392	2.262589	28.834567	1.602203	30.06102	0.638046
ENSG00000101188.5	NTSR1	0.051724	0.008474	0.282302	0.030414	0.467672	0
ENSG00000101189.7	MRGBP	19.901179	2.718014	8.944821	2.70054	8.974293	2.064778
ENSG00000101190.13	TCFL5	11.55816	1.698035	4.15852	1.645021	4.740178	1.061502
ENSG00000101191.17	DIDO1	42.556572	16.133589	16.323896	12.15502	20.828559	6.312079
ENSG00000101193.8	GID8	32.013012	11.38427	14.439623	8.602756	21.456853	7.61795
ENSG00000101194.18	SLC17A9	22.024497	7.453512	15.244904	1.605765	29.681193	1.26636
ENSG00000101197.13	BIRC7	0.48151	0.148264	0.838746	0.037073	0.120053	0.021792
ENSG00000101198.15	NKAIN4	0.158339	0.053835	0.337196	0	0.312091	0
ENSG00000101199.13	ARFGAP1	52.861869	13.708744	20.648248	8.848975	36.359282	3.006195
ENSG00000101200.5	AVP	0	0	0	0	0	0
ENSG00000101203.17	COL20A1	0.029129	0	0	0	0	0
ENSG00000101204.18	CHRNA4	0	0.100128	0	0	0	0
ENSG00000101210.14	EEF1A2	0.191138	0.159432	0.142787	0.089133	0.253537	0.012979
ENSG00000101213.7	PTK6	18.296207	22.583154	19.661906	26.309357	24.84489	8.738045
ENSG00000101216.11	GMEB2	8.835551	2.961334	3.443152	2.462488	4.97374	0.839881
ENSG00000101220.18	ADISSP	34.078416	6.029998	19.063473	7.380271	22.674801	3.244461
ENSG00000101222.12	SPEF1	0.036188	0	0	0	0.109119	0
ENSG00000101224.18	CDC25B	45.308685	5.138689	26.280882	4.712643	56.821392	0.664603
ENSG00000101230.6	ISM1	2.139256	0.068999	0.289169	0.028963	0.140798	0
ENSG00000101236.17	RNF24	3.572537	0.538246	1.946655	0.669459	4.506447	0.231317
ENSG00000101246.20	ARFRP1	26.515328	16.474615	24.598263	14.050308	23.345264	8.13545
ENSG00000101247.18	NDUFAF5	28.906415	10.557652	23.795428	16.006023	19.258116	17.353329
ENSG00000101251.13	SEL1L2	0.134211	0.162277	0	0.109711	0	0.064895
ENSG00000101255.12	TRIB3	20.973961	0.629759	12.38239	1.729858	12.087386	1.021903
ENSG00000101265.16	RASSF2	2.858443	4.175367	1.961219	2.954952	5.313317	0.799684
ENSG00000101266.19	CSNK2A1	81.849961	42.267073	33.379185	42.870359	70.457387	12.778859
ENSG00000101276.18	SLC52A3	6.291957	3.988863	9.195033	11.087931	6.5205	2.788644
ENSG00000101278.6	RPS10P5	0.418551	0	0.092258	0.227071	0.281996	0
ENSG00000101280.8	ANGPT4	0	0	0.007475	0.009367	0.011372	0
ENSG00000101282.9	RSPO4	0.296756	0.01298	0.026104	0.032671	0	0
ENSG00000101290.14	CDS2	23.289957	9.559594	8.352125	9.564998	13.839617	9.776778
ENSG00000101292.8	PROKR2	0	0	0	0	0	0
ENSG00000101294.19	HM13	230.265426	60.044002	122.044699	66.733216	135.259664	42.786976
ENSG00000101298.15	SNPH	0.449692	0.445449	0.22419	0.179833	5.062175	0.067102
ENSG00000101306.11	MYLK2	0.077875	0.038317	1.393139	0.058002	0.073778	0.174012
ENSG00000101307.16	SIRPB1	1.188679	1.466223	1.225414	0.95302	2.770374	0.53018
ENSG00000101310.17	SEC23B	51.390063	27.411872	37.858594	32.80999	63.466827	20.495639
ENSG00000101311.17	FERMT1	105.679994	16.889421	41.603553	23.19397	42.974607	11.271078
ENSG00000101323.5	HAO1	0	0	0	0	0.032331	0.015585
ENSG00000101327.9	PDYN	0	0.014586	0	0	0	0
ENSG00000101331.17	CCM2L	0.421312	0.22118	0.114772	0.382621	0.676773	0.05103
ENSG00000101333.19	PLCB4	84.652085	10.943124	41.559102	18.159415	27.126819	5.062133
ENSG00000101335.10	MYL9	157.214187	24.730229	125.722515	50.104175	85.548397	18.367837
ENSG00000101336.18	HCK	7.005424	8.85644	4.451973	9.380674	15.525791	3.932394
ENSG00000101337.16	TM9SF4	59.520637	21.671511	25.231547	20.741927	41.848082	9.30837
ENSG00000101342.10	TLDC2	12.67843	10.407924	10.642385	12.79149	6.519222	12.124817
ENSG00000101343.15	CRNKL1	37.301673	15.891595	19.766951	13.929259	31.204305	11.08984
ENSG00000101346.15	POFUT1	60.86245	10.642073	14.735179	9.398675	17.2777	2.799369
ENSG00000101347.11	SAMHD1	13.492394	13.846119	10.357324	11.048709	23.460134	2.035001
ENSG00000101349.17	PAK5	0	0.015117	0	0.019066	0	0
ENSG00000101350.8	KIF3B	26.04004	13.538502	11.520866	12.647115	15.1573	3.034575
ENSG00000101353.16	MROH8	0.579757	0.864546	0.753562	0.272704	0.721604	0.644955
ENSG00000101361.17	NOP56	165.023972	31.27436	96.906212	31.946288	122.816294	18.978498
ENSG00000101363.13	MANBAL	60.784096	22.317426	22.462542	19.706451	49.123575	19.419647
ENSG00000101365.21	IDH3B	72.013105	59.301205	53.944751	62.560739	70.882396	64.071544
ENSG00000101367.9	MAPRE1	196.233157	47.250385	52.839959	50.929471	60.646916	31.182617
ENSG00000101384.12	JAG1	13.722188	20.659664	11.091793	26.072637	11.256125	2.41135
ENSG00000101391.21	CDK5RAP1	42.755604	10.384478	21.459104	9.706168	21.277186	6.453733
ENSG00000101400.6	SNTA1	5.361053	1.546378	2.231939	1.571329	3.748641	1.662659
ENSG00000101405.3	OXT	0	0	0	0.118908	0	0.070394
ENSG00000101407.13	TTI1	19.75019	3.567172	5.549602	2.833048	9.798145	1.957281
ENSG00000101412.13	E2F1	15.00742	2.17193	3.885467	1.458759	6.503497	0.472268
